,forecast_date,target_end_date,location,target,quantile,value,type
44,2022-01-10,2022-01-22,09,2 wk ahead inc flu hosp,0.975,55.04260180577085,quantile
45,2022-01-10,2022-01-22,09,2 wk ahead inc flu hosp,0.99,58.92433916341058,quantile
46,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.01,0.0,quantile
47,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.025,0.0,quantile
48,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.05,0.0,quantile
49,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.1,0.0,quantile
50,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.15,0.0,quantile
51,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.2,1.9526304488315775,quantile
52,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.25,5.707233825550756,quantile
53,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.3,9.522570812981634,quantile
54,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.35,12.915930476399216,quantile
55,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.4,16.06559723477361,quantile
56,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.45,19.37113316506628,quantile
57,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.5,22.4784169687192,quantile
58,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.55,25.477579203496795,quantile
59,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.6,28.585283198410483,quantile
60,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.65,31.8110868244717,quantile
61,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.7,34.65538809686244,quantile
62,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.75,37.91513573160577,quantile
63,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.8,41.21575047218381,quantile
64,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.85,44.86050897569785,quantile
65,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.9,48.9597210227076,quantile
66,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.95,54.732875421059454,quantile
67,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.975,60.46148996339077,quantile
68,2022-01-10,2022-01-29,09,3 wk ahead inc flu hosp,0.99,65.97819664177902,quantile
69,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.01,0.0,quantile
70,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.025,0.0,quantile
71,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.05,0.0,quantile
72,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.1,0.0,quantile
73,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.15,0.0,quantile
74,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.2,0.0,quantile
75,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.25,0.0,quantile
76,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.3,4.284988430354786,quantile
77,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.35,10.991460293539385,quantile
78,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.4,17.311549087368984,quantile
79,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.45,23.26644532133247,quantile
80,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.5,28.372322166365816,quantile
81,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.55,33.783935428174395,quantile
82,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.6,39.01513865499669,quantile
83,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.65,44.28262676978087,quantile
84,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.7,49.2063199372569,quantile
85,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.75,55.40944710387505,quantile
86,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.8,61.73724502406584,quantile
87,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.85,68.13985824042035,quantile
88,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.9,74.72012718724487,quantile
89,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.95,85.19023314150769,quantile
90,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.975,93.849445017241,quantile
91,2022-01-10,2022-02-05,09,4 wk ahead inc flu hosp,0.99,103.18251674292684,quantile
92,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.01,0.0,quantile
93,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.025,0.0,quantile
94,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.05,0.0,quantile
95,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.1,0.0,quantile
96,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.15,0.3056362358425893,quantile
97,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.2,0.744227742251033,quantile
98,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.25,1.088065546594072,quantile
99,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.3,1.4328157420544911,quantile
100,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.35,1.7375169297039377,quantile
101,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.4,2.019842556241022,quantile
102,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.45,2.290077425522652,quantile
103,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.5,2.5194913616105863,quantile
104,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.55,2.763310948202058,quantile
105,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.6,3.015729694698227,quantile
106,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.65,3.3150235410923155,quantile
107,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.7,3.597710182591779,quantile
108,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.75,3.9081663861595866,quantile
109,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.8,4.273629052984025,quantile
110,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.85,4.676886303189482,quantile
111,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.9,5.241089625773528,quantile
112,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.95,6.003411689766912,quantile
113,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.975,6.665730051880369,quantile
114,2022-01-10,2022-01-15,23,1 wk ahead inc flu hosp,0.99,7.495612723569589,quantile
115,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.01,0.0,quantile
116,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.025,0.0,quantile
117,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.05,0.0,quantile
118,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.1,0.0,quantile
119,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.15,0.0,quantile
120,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.2,0.0,quantile
121,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.25,0.1575948387374938,quantile
122,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.3,0.4361569179310224,quantile
123,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.35,0.6782957808277396,quantile
124,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.4,0.9348851468280496,quantile
125,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.45,1.196817197518723,quantile
126,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.5,1.4128711312026767,quantile
127,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.55,1.6443556444566758,quantile
128,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.6,1.8857638917780728,quantile
129,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.65,2.1604931009444277,quantile
130,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.7,2.429260114153623,quantile
131,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.75,2.750119884824805,quantile
132,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.8,3.10624217124623,quantile
133,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.85,3.4580191708114034,quantile
134,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.9,3.935159523706264,quantile
135,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.95,4.644801272206554,quantile
136,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.975,5.283181280087111,quantile
137,2022-01-10,2022-01-22,23,2 wk ahead inc flu hosp,0.99,6.2503211430361,quantile
138,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.01,0.0,quantile
139,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.025,0.0,quantile
140,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.05,0.0,quantile
141,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.1,0.0,quantile
142,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.15,0.0,quantile
143,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.2,0.0,quantile
144,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.25,0.0,quantile
145,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.3,0.0,quantile
146,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.35,0.0,quantile
147,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.4,0.2249117948406533,quantile
148,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.45,0.4622632853014953,quantile
149,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.5,0.692608244402166,quantile
150,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.55,0.9222859424766676,quantile
151,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.6,1.1448154598214195,quantile
152,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.65,1.382865910949306,quantile
153,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.7,1.6773853632656868,quantile
154,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.75,1.939708353428492,quantile
155,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.8,2.2896375468386303,quantile
156,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.85,2.6531046120278816,quantile
157,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.9,3.168887611062638,quantile
158,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.95,3.954827948081513,quantile
159,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.975,4.717846702646213,quantile
160,2022-01-10,2022-01-29,23,3 wk ahead inc flu hosp,0.99,5.53174322026211,quantile
161,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.01,0.0,quantile
162,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.025,0.0,quantile
163,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.05,0.0,quantile
164,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.1,0.0,quantile
165,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.15,0.0,quantile
166,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.2,0.0,quantile
167,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.25,0.0,quantile
168,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.3,0.0,quantile
169,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.35,0.170479872960087,quantile
170,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.4,0.4144901553270101,quantile
171,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.45,0.6322531366297207,quantile
172,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.5,0.84282786634393,quantile
173,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.55,1.062454323371863,quantile
174,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.6,1.3115044939898228,quantile
175,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.65,1.5593481658016817,quantile
176,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.7,1.83598415145452,quantile
177,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.75,2.135512056935204,quantile
178,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.8,2.4452110665022304,quantile
179,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.85,2.8097970100679226,quantile
180,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.9,3.3002737419289456,quantile
181,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.95,4.012009138089424,quantile
182,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.975,4.656172250609456,quantile
183,2022-01-10,2022-02-05,23,4 wk ahead inc flu hosp,0.99,5.757778258932561,quantile
184,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.01,35.342204588692844,quantile
185,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.025,39.65214269188268,quantile
186,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.05,43.330154873909656,quantile
187,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.1,47.42370593346325,quantile
188,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.15,49.69414274653927,quantile
189,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.2,51.60485759586725,quantile
190,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.25,53.09694841618717,quantile
191,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.3,54.40958826397928,quantile
192,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.35,55.60742133905277,quantile
193,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.4,56.80778764682687,quantile
194,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.45,58.046553596539816,quantile
195,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.5,59.12666786400087,quantile
196,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.55,60.18147288713384,quantile
197,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.6,61.38995318508899,quantile
198,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.65,62.63049216353785,quantile
199,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.7,63.80968411288437,quantile
200,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.75,65.14143106135484,quantile
201,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.8,66.50379640957162,quantile
202,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.85,68.0313480603713,quantile
203,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.9,70.05636704282624,quantile
204,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.95,72.81450044182192,quantile
205,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.975,74.78279275240037,quantile
206,2022-01-10,2022-01-15,25,1 wk ahead inc flu hosp,0.99,77.71412361854644,quantile
207,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.01,63.08645920893069,quantile
208,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.025,67.12784761286828,quantile
209,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.05,70.42500863127852,quantile
210,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.1,74.91810029072028,quantile
211,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.15,77.78278359222605,quantile
212,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.2,80.00215469123398,quantile
213,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.25,81.69946669207224,quantile
214,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.3,83.20035105782216,quantile
215,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.35,84.60658607953798,quantile
216,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.4,86.23022843590259,quantile
217,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.45,87.56814968969921,quantile
218,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.5,88.90042109521642,quantile
219,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.55,90.24743232736124,quantile
220,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.6,91.6909123464166,quantile
221,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.65,93.11953674707532,quantile
222,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.7,94.4485398778754,quantile
223,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.75,95.95128702075216,quantile
224,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.8,97.89010497779836,quantile
225,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.85,100.0819328629282,quantile
226,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.9,102.72326514321335,quantile
227,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.95,107.12540450936598,quantile
228,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.975,111.13061462481062,quantile
229,2022-01-10,2022-01-22,25,2 wk ahead inc flu hosp,0.99,115.1182614906318,quantile
230,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.01,74.612455744333,quantile
231,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.025,83.1177395725482,quantile
232,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.05,88.36340787335882,quantile
233,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.1,94.79438423054924,quantile
234,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.15,99.41207330446848,quantile
235,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.2,102.59631286763091,quantile
236,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.25,105.33256049914108,quantile
237,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.3,107.88547061521275,quantile
238,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.35,110.19258278319008,quantile
239,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.4,112.16919050954586,quantile
240,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.45,114.25947644609234,quantile
241,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.5,116.13428853410235,quantile
242,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.55,117.96672052027976,quantile
243,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.6,119.87108009243578,quantile
244,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.65,121.95452883167398,quantile
245,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.7,124.36707422521948,quantile
246,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.75,127.11490940540877,quantile
247,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.8,129.84708563536313,quantile
248,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.85,133.1772050679225,quantile
249,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.9,136.94475933985012,quantile
250,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.95,143.0777602536657,quantile
251,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.975,148.30666645262147,quantile
252,2022-01-10,2022-01-29,25,3 wk ahead inc flu hosp,0.99,154.47412778216966,quantile
253,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.01,68.96089684863779,quantile
254,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.025,82.67568681339777,quantile
255,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.05,91.74042338849992,quantile
256,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.1,101.79865346513098,quantile
257,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.15,108.67921049168734,quantile
258,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.2,114.02193395694025,quantile
259,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.25,118.5171877404196,quantile
260,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.3,122.81156300789873,quantile
261,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.35,126.94827375685604,quantile
262,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.4,130.58484408254682,quantile
263,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.45,134.15703848998146,quantile
264,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.5,137.42640201513217,quantile
265,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.55,141.1866394972427,quantile
266,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.6,145.16712175147322,quantile
267,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.65,148.93151875467927,quantile
268,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.7,153.01808030890763,quantile
269,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.75,157.77713372669336,quantile
270,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.8,162.28081099729926,quantile
271,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.85,168.3842497968814,quantile
272,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.9,176.4421327369006,quantile
273,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.95,187.29627379940055,quantile
274,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.975,199.27628630743683,quantile
275,2022-01-10,2022-02-05,25,4 wk ahead inc flu hosp,0.99,212.52254245291007,quantile
276,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.01,0.0,quantile
277,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.025,0.0,quantile
278,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.05,0.0,quantile
279,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.1,1.1167013277558893,quantile
280,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.15,2.0686892412120725,quantile
281,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.2,2.747989051164796,quantile
282,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.25,3.339044012591123,quantile
283,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.3,3.850709973983211,quantile
284,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.35,4.405108614110171,quantile
285,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.4,4.935305793218183,quantile
286,2022-01-10,2022-01-15,33,1 wk ahead inc flu hosp,0.45,5.357097525882763,quantile
