location,location_name,yr,week,ew,mw,value,date
02,Alaska,2021,36,202136,78,202,2021-09-11
02,Alaska,2021,37,202137,79,192,2021-09-18
02,Alaska,2021,38,202138,80,171,2021-09-25
02,Alaska,2021,39,202139,81,164,2021-10-02
02,Alaska,2021,40,202140,82,155,2021-10-09
02,Alaska,2021,41,202141,83,181,2021-10-16
02,Alaska,2021,42,202142,84,189,2021-10-23
02,Alaska,2021,43,202143,85,167,2021-10-30
02,Alaska,2021,44,202144,86,127,2021-11-06
02,Alaska,2021,45,202145,87,133,2021-11-13
02,Alaska,2021,46,202146,88,83,2021-11-20
02,Alaska,2021,47,202147,89,79,2021-11-27
02,Alaska,2021,48,202148,90,67,2021-12-04
02,Alaska,2021,49,202149,91,55,2021-12-11
02,Alaska,2021,50,202150,92,58,2021-12-18
02,Alaska,2021,51,202151,93,51,2021-12-25
02,Alaska,2021,52,202152,94,39,2022-01-01
04,Arizona,2020,29,202029,18,805,2020-07-18
04,Arizona,2020,30,202030,19,1735,2020-07-25
04,Arizona,2020,31,202031,20,1141,2020-08-01
04,Arizona,2020,32,202032,21,764,2020-08-08
04,Arizona,2020,33,202033,22,776,2020-08-15
04,Arizona,2020,34,202034,23,690,2020-08-22
04,Arizona,2020,35,202035,24,583,2020-08-29
04,Arizona,2020,36,202036,25,482,2020-09-05
04,Arizona,2020,37,202037,26,472,2020-09-12
04,Arizona,2020,38,202038,27,333,2020-09-19
04,Arizona,2020,39,202039,28,377,2020-09-26
04,Arizona,2020,40,202040,29,366,2020-10-03
04,Arizona,2020,41,202041,30,480,2020-10-10
04,Arizona,2020,42,202042,31,546,2020-10-17
04,Arizona,2020,43,202043,32,668,2020-10-24
04,Arizona,2020,44,202044,33,692,2020-10-31
04,Arizona,2020,45,202045,34,951,2020-11-07
04,Arizona,2020,46,202046,35,1253,2020-11-14
04,Arizona,2020,47,202047,36,1699,2020-11-21
04,Arizona,2020,48,202048,37,2009,2020-11-28
04,Arizona,2020,49,202049,38,2797,2020-12-05
04,Arizona,2020,50,202050,39,3233,2020-12-12
04,Arizona,2020,51,202051,40,3368,2020-12-19
04,Arizona,2020,52,202052,41,3595,2020-12-26
04,Arizona,2020,53,202053,42,3919,2021-01-02
04,Arizona,2021,1,202101,43,4262,2021-01-09
04,Arizona,2021,2,202102,44,3933,2021-01-16
04,Arizona,2021,3,202103,45,3683,2021-01-23
04,Arizona,2021,4,202104,46,3027,2021-01-30
04,Arizona,2021,5,202105,47,2300,2021-02-06
04,Arizona,2021,6,202106,48,1755,2021-02-13
04,Arizona,2021,7,202107,49,1219,2021-02-20
04,Arizona,2021,8,202108,50,975,2021-02-27
04,Arizona,2021,9,202109,51,726,2021-03-06
04,Arizona,2021,10,202110,52,625,2021-03-13
04,Arizona,2021,11,202111,53,547,2021-03-20
04,Arizona,2021,12,202112,54,512,2021-03-27
04,Arizona,2021,13,202113,55,451,2021-04-03
04,Arizona,2021,14,202114,56,490,2021-04-10
04,Arizona,2021,15,202115,57,432,2021-04-17
04,Arizona,2021,16,202116,58,483,2021-04-24
04,Arizona,2021,17,202117,59,529,2021-05-01
04,Arizona,2021,18,202118,60,479,2021-05-08
04,Arizona,2021,19,202119,61,435,2021-05-15
04,Arizona,2021,20,202120,62,424,2021-05-22
04,Arizona,2021,21,202121,63,463,2021-05-29
04,Arizona,2021,22,202122,64,381,2021-06-05
04,Arizona,2021,23,202123,65,370,2021-06-12
04,Arizona,2021,24,202124,66,445,2021-06-19
04,Arizona,2021,25,202125,67,444,2021-06-26
04,Arizona,2021,26,202126,68,485,2021-07-03
04,Arizona,2021,27,202127,69,435,2021-07-10
04,Arizona,2021,28,202128,70,668,2021-07-17
04,Arizona,2021,29,202129,71,732,2021-07-24
04,Arizona,2021,30,202130,72,1036,2021-07-31
04,Arizona,2021,31,202131,73,1155,2021-08-07
04,Arizona,2021,32,202132,74,1350,2021-08-14
04,Arizona,2021,33,202133,75,1424,2021-08-21
04,Arizona,2021,34,202134,76,1445,2021-08-28
04,Arizona,2021,35,202135,77,1609,2021-09-04
04,Arizona,2021,36,202136,78,1534,2021-09-11
04,Arizona,2021,37,202137,79,1430,2021-09-18
04,Arizona,2021,38,202138,80,1318,2021-09-25
04,Arizona,2021,39,202139,81,1220,2021-10-02
04,Arizona,2021,40,202140,82,1236,2021-10-09
04,Arizona,2021,41,202141,83,1228,2021-10-16
04,Arizona,2021,42,202142,84,1265,2021-10-23
04,Arizona,2021,43,202143,85,1425,2021-10-30
04,Arizona,2021,44,202144,86,1620,2021-11-06
04,Arizona,2021,45,202145,87,1811,2021-11-13
04,Arizona,2021,46,202146,88,1914,2021-11-20
04,Arizona,2021,47,202147,89,2086,2021-11-27
04,Arizona,2021,48,202148,90,2234,2021-12-04
04,Arizona,2021,49,202149,91,2131,2021-12-11
04,Arizona,2021,50,202150,92,1885,2021-12-18
04,Arizona,2021,51,202151,93,1790,2021-12-25
04,Arizona,2021,52,202152,94,2155,2022-01-01
05,Arkansas,2020,1,202001,0,0,2020-01-04
05,Arkansas,2020,2,202002,1,0,2020-01-07
05,Arkansas,2020,29,202029,18,247,2020-07-18
05,Arkansas,2020,30,202030,19,417,2020-07-25
05,Arkansas,2020,31,202031,20,433,2020-08-01
05,Arkansas,2020,32,202032,21,498,2020-08-08
05,Arkansas,2020,33,202033,22,470,2020-08-15
05,Arkansas,2020,34,202034,23,464,2020-08-22
05,Arkansas,2020,35,202035,24,376,2020-08-29
05,Arkansas,2020,36,202036,25,351,2020-09-05
05,Arkansas,2020,37,202037,26,362,2020-09-12
05,Arkansas,2020,38,202038,27,396,2020-09-19
05,Arkansas,2020,39,202039,28,453,2020-09-26
05,Arkansas,2020,40,202040,29,484,2020-10-03
05,Arkansas,2020,41,202041,30,592,2020-10-10
05,Arkansas,2020,42,202042,31,694,2020-10-17
05,Arkansas,2020,43,202043,32,626,2020-10-24
05,Arkansas,2020,44,202044,33,603,2020-10-31
05,Arkansas,2020,45,202045,34,704,2020-11-07
05,Arkansas,2020,46,202046,35,846,2020-11-14
05,Arkansas,2020,47,202047,36,945,2020-11-21
05,Arkansas,2020,48,202048,37,917,2020-11-28
05,Arkansas,2020,49,202049,38,987,2020-12-05
05,Arkansas,2020,50,202050,39,1037,2020-12-12
05,Arkansas,2020,51,202051,40,1110,2020-12-19
05,Arkansas,2020,52,202052,41,1095,2020-12-26
05,Arkansas,2020,53,202053,42,1226,2021-01-02
05,Arkansas,2021,1,202101,43,1285,2021-01-09
05,Arkansas,2021,2,202102,44,1138,2021-01-16
05,Arkansas,2021,3,202103,45,1046,2021-01-23
05,Arkansas,2021,4,202104,46,864,2021-01-30
05,Arkansas,2021,5,202105,47,741,2021-02-06
05,Arkansas,2021,6,202106,48,628,2021-02-13
05,Arkansas,2021,7,202107,49,451,2021-02-20
05,Arkansas,2021,8,202108,50,383,2021-02-27
05,Arkansas,2021,9,202109,51,259,2021-03-06
05,Arkansas,2021,10,202110,52,197,2021-03-13
05,Arkansas,2021,11,202111,53,203,2021-03-20
05,Arkansas,2021,12,202112,54,133,2021-03-27
05,Arkansas,2021,13,202113,55,148,2021-04-03
05,Arkansas,2021,14,202114,56,179,2021-04-10
05,Arkansas,2021,15,202115,57,171,2021-04-17
05,Arkansas,2021,16,202116,58,175,2021-04-24
05,Arkansas,2021,17,202117,59,255,2021-05-01
05,Arkansas,2021,18,202118,60,248,2021-05-08
05,Arkansas,2021,19,202119,61,242,2021-05-15
05,Arkansas,2021,20,202120,62,253,2021-05-22
05,Arkansas,2021,21,202121,63,256,2021-05-29
05,Arkansas,2021,22,202122,64,236,2021-06-05
05,Arkansas,2021,23,202123,65,254,2021-06-12
05,Arkansas,2021,24,202124,66,324,2021-06-19
05,Arkansas,2021,25,202125,67,401,2021-06-26
05,Arkansas,2021,26,202126,68,449,2021-07-03
05,Arkansas,2021,27,202127,69,672,2021-07-10
05,Arkansas,2021,28,202128,70,779,2021-07-17
05,Arkansas,2021,29,202129,71,972,2021-07-24
05,Arkansas,2021,30,202130,72,1120,2021-07-31
05,Arkansas,2021,31,202131,73,1223,2021-08-07
05,Arkansas,2021,32,202132,74,1411,2021-08-14
05,Arkansas,2021,33,202133,75,1297,2021-08-21
05,Arkansas,2021,34,202134,76,1136,2021-08-28
05,Arkansas,2021,35,202135,77,1055,2021-09-04
05,Arkansas,2021,36,202136,78,904,2021-09-11
05,Arkansas,2021,37,202137,79,892,2021-09-18
05,Arkansas,2021,38,202138,80,729,2021-09-25
05,Arkansas,2021,39,202139,81,536,2021-10-02
05,Arkansas,2021,40,202140,82,494,2021-10-09
05,Arkansas,2021,41,202141,83,411,2021-10-16
05,Arkansas,2021,42,202142,84,370,2021-10-23
05,Arkansas,2021,43,202143,85,326,2021-10-30
05,Arkansas,2021,44,202144,86,282,2021-11-06
05,Arkansas,2021,45,202145,87,270,2021-11-13
05,Arkansas,2021,46,202146,88,322,2021-11-20
05,Arkansas,2021,47,202147,89,356,2021-11-27
05,Arkansas,2021,48,202148,90,463,2021-12-04
05,Arkansas,2021,49,202149,91,496,2021-12-11
05,Arkansas,2021,50,202150,92,539,2021-12-18
05,Arkansas,2021,51,202151,93,482,2021-12-25
05,Arkansas,2021,52,202152,94,725,2022-01-01
06,California,2020,29,202029,18,2811,2020-07-18
06,California,2020,30,202030,19,4713,2020-07-25
06,California,2020,31,202031,20,5528,2020-08-01
06,California,2020,32,202032,21,4990,2020-08-08
06,California,2020,33,202033,22,4327,2020-08-15
06,California,2020,34,202034,23,3487,2020-08-22
06,California,2020,35,202035,24,3078,2020-08-29
06,California,2020,36,202036,25,2884,2020-09-05
06,California,2020,37,202037,26,2633,2020-09-12
06,California,2020,38,202038,27,2278,2020-09-19
06,California,2020,39,202039,28,2244,2020-09-26
06,California,2020,40,202040,29,2293,2020-10-03
06,California,2020,41,202041,30,2342,2020-10-10
06,California,2020,42,202042,31,2316,2020-10-17
06,California,2020,43,202043,32,2389,2020-10-24
06,California,2020,44,202044,33,2570,2020-10-31
06,California,2020,45,202045,34,2936,2020-11-07
06,California,2020,46,202046,35,3638,2020-11-14
06,California,2020,47,202047,36,5147,2020-11-21
06,California,2020,48,202048,37,7185,2020-11-28
06,California,2020,49,202049,38,9159,2020-12-05
06,California,2020,50,202050,39,12159,2020-12-12
06,California,2020,51,202051,40,15169,2020-12-19
06,California,2020,52,202052,41,15770,2020-12-26
06,California,2020,53,202053,42,16021,2021-01-02
06,California,2021,1,202101,43,16358,2021-01-09
06,California,2021,2,202102,44,14890,2021-01-16
06,California,2021,3,202103,45,12757,2021-01-23
06,California,2021,4,202104,46,10265,2021-01-30
06,California,2021,5,202105,47,8324,2021-02-06
06,California,2021,6,202106,48,6231,2021-02-13
06,California,2021,7,202107,49,4710,2021-02-20
06,California,2021,8,202108,50,3732,2021-02-27
06,California,2021,9,202109,51,3064,2021-03-06
06,California,2021,10,202110,52,2648,2021-03-13
06,California,2021,11,202111,53,2396,2021-03-20
06,California,2021,12,202112,54,2116,2021-03-27
06,California,2021,13,202113,55,1966,2021-04-03
06,California,2021,14,202114,56,1828,2021-04-10
06,California,2021,15,202115,57,1891,2021-04-17
06,California,2021,16,202116,58,1713,2021-04-24
06,California,2021,17,202117,59,1690,2021-05-01
06,California,2021,18,202118,60,1515,2021-05-08
06,California,2021,19,202119,61,1327,2021-05-15
06,California,2021,20,202120,62,1338,2021-05-22
06,California,2021,21,202121,63,1141,2021-05-29
06,California,2021,22,202122,64,1111,2021-06-05
06,California,2021,23,202123,65,1006,2021-06-12
06,California,2021,24,202124,66,962,2021-06-19
06,California,2021,25,202125,67,1052,2021-06-26
06,California,2021,26,202126,68,1274,2021-07-03
06,California,2021,27,202127,69,1457,2021-07-10
06,California,2021,28,202128,70,2054,2021-07-17
06,California,2021,29,202129,71,2980,2021-07-24
06,California,2021,30,202130,72,4123,2021-07-31
06,California,2021,31,202131,73,5476,2021-08-07
06,California,2021,32,202132,74,6339,2021-08-14
06,California,2021,33,202133,75,6913,2021-08-21
06,California,2021,34,202134,76,6636,2021-08-28
06,California,2021,35,202135,77,6075,2021-09-04
06,California,2021,36,202136,78,5060,2021-09-11
06,California,2021,37,202137,79,4410,2021-09-18
06,California,2021,38,202138,80,3854,2021-09-25
06,California,2021,39,202139,81,3112,2021-10-02
06,California,2021,40,202140,82,2890,2021-10-09
06,California,2021,41,202141,83,2776,2021-10-16
06,California,2021,42,202142,84,2968,2021-10-23
06,California,2021,43,202143,85,3048,2021-10-30
06,California,2021,44,202144,86,2945,2021-11-06
06,California,2021,45,202145,87,2652,2021-11-13
06,California,2021,46,202146,88,2435,2021-11-20
06,California,2021,47,202147,89,2318,2021-11-27
06,California,2021,48,202148,90,2540,2021-12-04
06,California,2021,49,202149,91,2766,2021-12-11
06,California,2021,50,202150,92,2700,2021-12-18
06,California,2021,51,202151,93,3235,2021-12-25
06,California,2021,52,202152,94,6930,2022-01-01
08,Colorado,2020,29,202029,18,143,2020-07-18
08,Colorado,2020,30,202030,19,318,2020-07-25
08,Colorado,2020,31,202031,20,342,2020-08-01
08,Colorado,2020,32,202032,21,360,2020-08-08
08,Colorado,2020,33,202033,22,253,2020-08-15
08,Colorado,2020,34,202034,23,172,2020-08-22
08,Colorado,2020,35,202035,24,147,2020-08-29
08,Colorado,2020,36,202036,25,160,2020-09-05
08,Colorado,2020,37,202037,26,123,2020-09-12
08,Colorado,2020,38,202038,27,157,2020-09-19
08,Colorado,2020,39,202039,28,205,2020-09-26
08,Colorado,2020,40,202040,29,220,2020-10-03
08,Colorado,2020,41,202041,30,335,2020-10-10
08,Colorado,2020,42,202042,31,458,2020-10-17
08,Colorado,2020,43,202043,32,629,2020-10-24
08,Colorado,2020,44,202044,33,764,2020-10-31
08,Colorado,2020,45,202045,34,1198,2020-11-07
08,Colorado,2020,46,202046,35,1550,2020-11-14
08,Colorado,2020,47,202047,36,1858,2020-11-21
08,Colorado,2020,48,202048,37,1934,2020-11-28
08,Colorado,2020,49,202049,38,1826,2020-12-05
08,Colorado,2020,50,202050,39,1672,2020-12-12
08,Colorado,2020,51,202051,40,1350,2020-12-19
08,Colorado,2020,52,202052,41,1168,2020-12-26
08,Colorado,2020,53,202053,42,1023,2021-01-02
08,Colorado,2021,1,202101,43,967,2021-01-09
08,Colorado,2021,2,202102,44,910,2021-01-16
08,Colorado,2021,3,202103,45,823,2021-01-23
08,Colorado,2021,4,202104,46,694,2021-01-30
08,Colorado,2021,5,202105,47,605,2021-02-06
08,Colorado,2021,6,202106,48,536,2021-02-13
08,Colorado,2021,7,202107,49,516,2021-02-20
08,Colorado,2021,8,202108,50,488,2021-02-27
08,Colorado,2021,9,202109,51,407,2021-03-06
08,Colorado,2021,10,202110,52,363,2021-03-13
08,Colorado,2021,11,202111,53,429,2021-03-20
08,Colorado,2021,12,202112,54,452,2021-03-27
08,Colorado,2021,13,202113,55,495,2021-04-03
08,Colorado,2021,14,202114,56,626,2021-04-10
08,Colorado,2021,15,202115,57,537,2021-04-17
08,Colorado,2021,16,202116,58,699,2021-04-24
08,Colorado,2021,17,202117,59,806,2021-05-01
08,Colorado,2021,18,202118,60,819,2021-05-08
08,Colorado,2021,19,202119,61,677,2021-05-15
08,Colorado,2021,20,202120,62,627,2021-05-22
08,Colorado,2021,21,202121,63,519,2021-05-29
08,Colorado,2021,22,202122,64,464,2021-06-05
08,Colorado,2021,23,202123,65,363,2021-06-12
08,Colorado,2021,24,202124,66,296,2021-06-19
08,Colorado,2021,25,202125,67,300,2021-06-26
08,Colorado,2021,26,202126,68,350,2021-07-03
08,Colorado,2021,27,202127,69,362,2021-07-10
08,Colorado,2021,28,202128,70,318,2021-07-17
08,Colorado,2021,29,202129,71,404,2021-07-24
08,Colorado,2021,30,202130,72,486,2021-07-31
08,Colorado,2021,31,202131,73,601,2021-08-07
08,Colorado,2021,32,202132,74,664,2021-08-14
08,Colorado,2021,33,202133,75,852,2021-08-21
08,Colorado,2021,34,202134,76,861,2021-08-28
08,Colorado,2021,35,202135,77,993,2021-09-04
08,Colorado,2021,36,202136,78,987,2021-09-11
08,Colorado,2021,37,202137,79,959,2021-09-18
08,Colorado,2021,38,202138,80,979,2021-09-25
08,Colorado,2021,39,202139,81,992,2021-10-02
08,Colorado,2021,40,202140,82,1104,2021-10-09
08,Colorado,2021,41,202141,83,1245,2021-10-16
08,Colorado,2021,42,202142,84,1323,2021-10-23
08,Colorado,2021,43,202143,85,1377,2021-10-30
08,Colorado,2021,44,202144,86,1566,2021-11-06
08,Colorado,2021,45,202145,87,1665,2021-11-13
08,Colorado,2021,46,202146,88,1698,2021-11-20
08,Colorado,2021,47,202147,89,1581,2021-11-27
08,Colorado,2021,48,202148,90,1496,2021-12-04
08,Colorado,2021,49,202149,91,1286,2021-12-11
08,Colorado,2021,50,202150,92,1002,2021-12-18
08,Colorado,2021,51,202151,93,1235,2021-12-25
08,Colorado,2021,52,202152,94,1717,2022-01-01
09,Connecticut,2020,29,202029,18,42,2020-07-18
09,Connecticut,2020,30,202030,19,48,2020-07-25
09,Connecticut,2020,31,202031,20,59,2020-08-01
09,Connecticut,2020,32,202032,21,121,2020-08-08
09,Connecticut,2020,33,202033,22,60,2020-08-15
09,Connecticut,2020,34,202034,23,85,2020-08-22
09,Connecticut,2020,35,202035,24,68,2020-08-29
09,Connecticut,2020,36,202036,25,71,2020-09-05
09,Connecticut,2020,37,202037,26,61,2020-09-12
09,Connecticut,2020,38,202038,27,94,2020-09-19
09,Connecticut,2020,39,202039,28,71,2020-09-26
09,Connecticut,2020,40,202040,29,126,2020-10-03
09,Connecticut,2020,41,202041,30,125,2020-10-10
09,Connecticut,2020,42,202042,31,168,2020-10-17
09,Connecticut,2020,43,202043,32,215,2020-10-24
09,Connecticut,2020,44,202044,33,298,2020-10-31
09,Connecticut,2020,45,202045,34,411,2020-11-07
09,Connecticut,2020,46,202046,35,679,2020-11-14
09,Connecticut,2020,47,202047,36,695,2020-11-21
09,Connecticut,2020,48,202048,37,821,2020-11-28
09,Connecticut,2020,49,202049,38,959,2020-12-05
09,Connecticut,2020,50,202050,39,1036,2020-12-12
09,Connecticut,2020,51,202051,40,937,2020-12-19
09,Connecticut,2020,52,202052,41,1020,2020-12-26
09,Connecticut,2020,53,202053,42,945,2021-01-02
09,Connecticut,2021,1,202101,43,1074,2021-01-09
09,Connecticut,2021,2,202102,44,1089,2021-01-16
09,Connecticut,2021,3,202103,45,947,2021-01-23
09,Connecticut,2021,4,202104,46,855,2021-01-30
09,Connecticut,2021,5,202105,47,788,2021-02-06
09,Connecticut,2021,6,202106,48,622,2021-02-13
09,Connecticut,2021,7,202107,49,576,2021-02-20
09,Connecticut,2021,8,202108,50,523,2021-02-27
09,Connecticut,2021,9,202109,51,516,2021-03-06
09,Connecticut,2021,10,202110,52,541,2021-03-13
09,Connecticut,2021,11,202111,53,494,2021-03-20
09,Connecticut,2021,12,202112,54,623,2021-03-27
09,Connecticut,2021,13,202113,55,617,2021-04-03
09,Connecticut,2021,14,202114,56,708,2021-04-10
09,Connecticut,2021,15,202115,57,617,2021-04-17
09,Connecticut,2021,16,202116,58,549,2021-04-24
09,Connecticut,2021,17,202117,59,495,2021-05-01
09,Connecticut,2021,18,202118,60,425,2021-05-08
09,Connecticut,2021,19,202119,61,305,2021-05-15
09,Connecticut,2021,20,202120,62,227,2021-05-22
09,Connecticut,2021,21,202121,63,121,2021-05-29
09,Connecticut,2021,22,202122,64,110,2021-06-05
09,Connecticut,2021,23,202123,65,76,2021-06-12
09,Connecticut,2021,24,202124,66,62,2021-06-19
09,Connecticut,2021,25,202125,67,62,2021-06-26
09,Connecticut,2021,26,202126,68,46,2021-07-03
09,Connecticut,2021,27,202127,69,44,2021-07-10
09,Connecticut,2021,28,202128,70,69,2021-07-17
09,Connecticut,2021,29,202129,71,117,2021-07-24
09,Connecticut,2021,30,202130,72,153,2021-07-31
09,Connecticut,2021,31,202131,73,244,2021-08-07
09,Connecticut,2021,32,202132,74,298,2021-08-14
09,Connecticut,2021,33,202133,75,373,2021-08-21
09,Connecticut,2021,34,202134,76,359,2021-08-28
09,Connecticut,2021,35,202135,77,294,2021-09-04
09,Connecticut,2021,36,202136,78,323,2021-09-11
09,Connecticut,2021,37,202137,79,263,2021-09-18
09,Connecticut,2021,38,202138,80,244,2021-09-25
09,Connecticut,2021,39,202139,81,258,2021-10-02
09,Connecticut,2021,40,202140,82,233,2021-10-09
09,Connecticut,2021,41,202141,83,208,2021-10-16
09,Connecticut,2021,42,202142,84,202,2021-10-23
09,Connecticut,2021,43,202143,85,185,2021-10-30
