"","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","forecast_count","value","model","forecast_date","location_name","population","geo_type","geo_value","abbreviation","full_location_name"
"17","01","1","wk","inc flu hosp",2022-01-15,"quantile",0.75,15,49,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"18","01","1","wk","inc flu hosp",2022-01-15,"quantile",0.8,15,50,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"19","01","1","wk","inc flu hosp",2022-01-15,"quantile",0.85,15,52,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"20","01","1","wk","inc flu hosp",2022-01-15,"quantile",0.9,15,55,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"21","01","1","wk","inc flu hosp",2022-01-15,"quantile",0.95,15,59,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"22","01","1","wk","inc flu hosp",2022-01-15,"quantile",0.975,15,63,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"23","01","1","wk","inc flu hosp",2022-01-15,"quantile",0.99,15,74.6931521247062,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"24","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.01,15,7.96484913904589,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"25","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.025,15,11,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"26","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.05,15,13.8937,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"27","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.1,15,18,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"28","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.15,15,21,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"29","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.2,15,24,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"30","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.25,15,25.94,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"31","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.3,15,26.57,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"32","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.35,15,27.9,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"33","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.4,15,29.44,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"34","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.45,15,30.85,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"35","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.5,15,38.8044607105728,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"36","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.55,15,40.4923600930192,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"37","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.6,15,42.2792623510831,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"38","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.65,15,44.2304249421823,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"39","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.7,15,46.0870541597358,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"40","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.75,15,48.0966826960246,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"41","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.8,15,50.4406566499124,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"42","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.85,15,53.1111399926591,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"43","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.9,15,56.700287373755,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"44","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.95,15,62.2110235568061,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"45","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.975,15,66.0900229659187,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"46","01","2","wk","inc flu hosp",2022-01-22,"quantile",0.99,15,71.3592975616284,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"47","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.01,15,5.65,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"48","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.025,15,7.90948343276978,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"49","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.05,15,10,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"50","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.1,15,12.13,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"51","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.15,15,14.7212404443585,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"52","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.2,15,18.0072072854559,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"53","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.25,15,20.6561354557586,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"54","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.3,15,23.8381893611701,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"55","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.35,15,26.9698466611154,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"56","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.4,15,30.0142108179813,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"57","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.45,15,33.0517969588042,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"58","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.5,15,37,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"59","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.55,15,39.4109,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"60","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.6,15,40.3897,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"61","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.65,15,41.3799,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"62","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.7,15,43,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"63","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.75,15,44,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"64","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.8,15,47.71,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"65","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.85,15,59.7636438023819,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"66","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.9,15,88,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"67","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.95,15,98.2796194013414,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"68","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.975,15,105.112735223924,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"69","01","3","wk","inc flu hosp",2022-01-29,"quantile",0.99,15,113.057709078944,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"70","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.01,15,4,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"71","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.025,15,8,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"72","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.05,15,10.95,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"73","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.1,15,21,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"74","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.15,15,23.19,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"75","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.2,15,24.6335042899068,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"76","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.25,15,28.8970924783072,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"77","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.3,15,32.6634442122433,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"78","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.35,15,36.4099900308433,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"79","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.4,15,40.1092401478999,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"80","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.45,15,43.026195568604,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"81","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.5,15,45.1669023428327,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"82","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.55,15,47.1890025086118,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"83","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.6,15,49.6330618192132,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"84","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.65,15,51.6777579260594,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"85","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.7,15,54.2593977181755,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"86","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.75,15,56.9090503477841,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"87","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.8,15,69,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"88","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.85,15,75,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"89","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.9,15,82,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"90","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.95,15,95,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"91","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.975,15,107,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"92","01","4","wk","inc flu hosp",2022-02-05,"quantile",0.99,15,123,"Flusight-ensemble",2022-01-10,"Alabama",4903185,"state","al","AL","Alabama"
"93","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.01,14,0.292,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"94","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.025,14,0.683894700503349,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"95","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.05,14,2.36023387908936,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"96","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.1,14,2.7187,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"97","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.15,14,3.41055,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"98","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.2,14,3.627,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"99","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.25,14,3.84785,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"100","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.3,14,4.0521,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"101","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.35,14,4.19765,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"102","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.4,14,4.3757,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"103","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.45,14,4.5326,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"104","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.5,14,4.77685,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"105","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.55,14,5.01745,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"106","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.6,14,5.15375,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"107","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.65,14,5.2726,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"108","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.7,14,6.44545,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"109","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.75,14,6.60275,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"110","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.8,14,6.7651,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"111","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.85,14,6.94795,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"112","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.9,14,7.488,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"113","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.95,14,10.1975736577367,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"114","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.975,14,11.954757102824,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"115","02","1","wk","inc flu hosp",2022-01-15,"quantile",0.99,14,12.8839772180437,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"116","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.01,14,0.674402470588684,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"117","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.025,14,0.79145549684763,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"118","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.05,14,1.12653268575668,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"119","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.1,14,3.52122037410736,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"120","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.15,14,3.64498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"121","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.2,14,3.69498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"122","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.25,14,3.74498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"123","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.3,14,3.79498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"124","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.35,14,3.94498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"125","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.4,14,4.04498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"126","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.45,14,4.14498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"127","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.5,14,4.14498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"128","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.55,14,4.29498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"129","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.6,14,4.29498450756073,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"130","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.65,14,6.05,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"131","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.7,14,6.4,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"132","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.75,14,6.9,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"133","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.8,14,7.1,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"134","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.85,14,7.35,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"135","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.9,14,8.1,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"136","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.95,14,12.0263660863905,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"137","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.975,14,13.4695539285327,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"138","02","2","wk","inc flu hosp",2022-01-22,"quantile",0.99,14,17.4869281204445,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"139","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.01,14,0.356513534265037,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"140","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.025,14,1.42466371887109,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"141","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.05,14,1.72287479043007,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"142","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.1,14,2.05108659267426,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"143","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.15,14,2.42019315361977,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"144","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.2,14,2.64052731990814,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"145","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.25,14,3,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"146","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.3,14,3.05,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"147","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.35,14,3.17604074478149,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"148","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.4,14,3.44633045196533,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"149","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.45,14,3.9,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"150","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.5,14,4.15,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"151","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.55,14,4.17282929420471,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"152","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.6,14,4.65,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"153","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.65,14,6.2,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"154","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.7,14,6.75,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"155","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.75,14,7.1,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"156","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.8,14,7.5,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"157","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.85,14,7.85,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"158","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.9,14,8.7,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"159","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.95,14,13.5,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"160","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.975,14,14.6942360601919,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"161","02","3","wk","inc flu hosp",2022-01-29,"quantile",0.99,14,18.8910429877223,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"162","02","4","wk","inc flu hosp",2022-02-05,"quantile",0.01,14,0.356760561694786,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"163","02","4","wk","inc flu hosp",2022-02-05,"quantile",0.025,14,2.00076926234798,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"164","02","4","wk","inc flu hosp",2022-02-05,"quantile",0.05,14,2.8423,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
"165","02","4","wk","inc flu hosp",2022-02-05,"quantile",0.1,14,3.54225,"Flusight-ensemble",2022-01-10,"Alaska",731545,"state","ak","AK","Alaska"
