forecast_date,target,target_end_date,quantile,value,location,type
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.99,1.7977060563674698,02,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.99,0.0,02,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.99,0.0,02,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.99,0.0,02,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,,0.0,02,point
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,,0.0,02,point
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,,0.0,02,point
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,,0.0,02,point
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.01,0.9610286741890124,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.01,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.01,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.01,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.025,1.6898404196891,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.025,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.025,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.025,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.05,2.4986053988577592,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.05,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.05,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.05,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.1,3.7418898453814036,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.1,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.1,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.1,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.15,4.9173689561898,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.15,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.15,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.15,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.2,6.026425682483758,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.2,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.2,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.2,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.25,7.11755736617313,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.25,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.25,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.25,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.3,8.374584700674875,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.3,0.0,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.3,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.3,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.35,9.81154206047229,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.35,0.06051785049031677,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.35,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.35,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.4,11.193002027882388,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.4,0.6137399006268779,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.4,0.0,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.4,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.45,12.52958053385761,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.45,2.069388864614617,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.45,0.10045845301469497,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.45,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.5,13.844968092585194,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.5,4.562140595346407,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.5,0.9511460604114768,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.5,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.55,15.160355651312777,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.55,7.075161479002076,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.55,2.9120676805220516,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.55,0.0,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.6,16.496934157288,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.6,9.628667231641352,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.6,6.639162988612182,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.6,1.6031440991420753,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.65,17.878394124698097,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.65,12.267918093489303,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.65,10.9788250653549,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.65,7.835560121683775,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.7,19.33424484689264,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.7,15.049290962713588,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.7,15.552175229348933,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.7,14.403587847050819,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.75,20.905336679279017,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.75,18.050829603345882,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.75,20.487539123294784,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.75,21.4915224525004,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.8,22.654821937933114,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.8,21.393185216697095,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.8,25.983300860810136,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.8,29.384273755079064,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.85,24.694060674429842,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.85,25.28910889149078,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.85,32.38928237237753,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.85,38.58423935303764,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.9,27.259888649893842,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.9,30.191070479485646,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.9,40.4494698720137,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.9,50.1598968187747,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.95,31.062832224785083,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.95,37.456515982338445,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.95,52.39588192974996,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.95,67.31676493519852,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.975,34.36131862789722,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.975,43.75820643126853,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.975,62.75761277387505,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.975,82.19778935419235,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.99,38.19652191060099,01,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.99,51.08528344256581,01,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.99,74.80536416384204,01,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.99,99.50019619384838,01,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,,13.844968092585194,01,point
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,,4.562140595346407,01,point
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,,0.9511460604114768,01,point
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,,0.0,01,point
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.01,2.2493206836607,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.01,0.0,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.01,0.0,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.01,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.025,3.1788292215158984,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.025,0.0,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.025,0.0,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.025,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.05,4.285893530757323,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.05,0.0,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.05,0.0,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.05,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.1,6.160587250267856,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.1,0.0,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.1,0.0,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.1,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.15,7.919284507555405,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.15,0.5073342502127758,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.15,0.0,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.15,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.2,9.317041335809943,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.2,1.4359135789605835,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.2,0.0,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.2,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.25,10.516192235824413,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.25,2.820429026132838,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.25,0.0,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.25,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.3,11.593066805354013,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.3,4.704407074903599,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.3,0.023891384102673774,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.3,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.35,12.590951580416,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.35,6.634541281297144,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.35,0.48750656273934156,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.35,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.4,13.537846648584912,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.4,8.466049894929053,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.4,1.235336079307411,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.4,0.0,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.45,14.45397858536568,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.45,10.238055674494428,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.45,3.119761788165439,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.45,0.0876828242777904,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.5,15.355585596407028,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.5,11.98196697189553,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.5,5.985919380675422,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.5,1.9366133160969135,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.55,16.257192607448378,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.55,13.725878269296626,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.55,8.852076973185406,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.55,6.070263647083359,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.6,17.173324544229146,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.6,15.497884048862002,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.6,11.764408481468958,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.6,10.270507253582336,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.65,18.12021961239806,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.65,17.329392662493913,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.65,14.774534241036864,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.65,14.611792385587982,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.7,19.118104387460043,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.7,19.25952686888746,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.7,17.94675338914513,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.7,19.186853005355207,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.75,20.194978956989644,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.75,21.342445152228635,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.75,21.370076617381024,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.75,24.12406275001498,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.8,21.394129857004113,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.8,23.661873435520935,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.8,25.182109370622378,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.8,29.621879929833014,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.85,22.791886685258653,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.85,26.365450375320066,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.85,29.62549911440587,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.85,36.030257310438756,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.9,24.5505839425462,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.9,29.76716750721073,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.9,35.21629802698223,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.9,44.09345936040399,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.95,27.157238207265976,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.95,34.809024729919365,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.95,43.50270421103139,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.95,56.04433943583852,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.975,29.41812204118885,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.975,39.182083958391566,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.975,50.689925790970875,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.975,66.40994561898363,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.99,32.0468880999156,05,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.99,44.2667103775487,05,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.99,59.046624115055536,05,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.99,78.46220292806461,05,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,,15.355585596407028,05,point
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,,11.98196697189553,05,point
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,,5.985919380675422,05,point
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,,1.9366133160969135,05,point
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.01,0.3791400049756244,04,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.01,0.0,04,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.01,0.0,04,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.01,0.0,04,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.025,1.1890414273067265,04,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.025,0.0,04,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.025,0.0,04,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.025,0.0,04,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.05,2.4145952273317834,04,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.05,0.0,04,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.05,0.0,04,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.05,0.0,04,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.1,4.405590813600343,04,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.1,0.0,04,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.1,0.0,04,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.1,0.0,04,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.15,6.679507797225968,04,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.15,0.0,04,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.15,0.0,04,quantile
2022-01-31,4 wk ahead inc flu hosp,2022-02-26,0.15,0.0,04,quantile
2022-01-31,1 wk ahead inc flu hosp,2022-02-05,0.2,9.236525819566788,04,quantile
2022-01-31,2 wk ahead inc flu hosp,2022-02-12,0.2,0.0,04,quantile
2022-01-31,3 wk ahead inc flu hosp,2022-02-19,0.2,0.0,04,quantile
