"target_end_date","value","type","quantile","forecast_date","target","location"
2022-06-18,56,"quantile","0.100",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,70,"quantile","0.150",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,82,"quantile","0.200",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,94,"quantile","0.250",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,106,"quantile","0.300",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,117,"quantile","0.350",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,129,"quantile","0.400",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,141,"quantile","0.450",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,153,"quantile","0.500",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,166,"quantile","0.550",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,176,"point",NA,2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,180,"quantile","0.600",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,196,"quantile","0.650",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,213,"quantile","0.700",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,233,"quantile","0.750",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,256,"quantile","0.800",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,285,"quantile","0.850",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,325,"quantile","0.900",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,390,"quantile","0.950",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,453,"quantile","0.975",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,534,"quantile","0.990",2022-05-23,"4 wk ahead inc flu hosp","25"
