"target_end_date","value","type","quantile","forecast_date","target","location"
2022-06-25,22,"quantile","0.150",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,26,"quantile","0.200",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,30,"quantile","0.250",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,34,"quantile","0.300",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,38,"quantile","0.350",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,42,"quantile","0.400",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,46,"quantile","0.450",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,50,"quantile","0.500",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,55,"quantile","0.550",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,58,"point",NA,2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,59,"quantile","0.600",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,65,"quantile","0.650",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,71,"quantile","0.700",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,77,"quantile","0.750",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,85,"quantile","0.800",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,95,"quantile","0.850",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,109,"quantile","0.900",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,131,"quantile","0.950",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,152,"quantile","0.975",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-06-25,180,"quantile","0.990",2022-06-13,"2 wk ahead inc flu hosp","25"
2022-07-02,2,"quantile","0.010",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,4,"quantile","0.025",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,8,"quantile","0.050",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,13,"quantile","0.100",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,18,"quantile","0.150",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,22,"quantile","0.200",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,27,"quantile","0.250",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,31,"quantile","0.300",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,35,"quantile","0.350",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,40,"quantile","0.400",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,45,"quantile","0.450",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,50,"quantile","0.500",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,55,"quantile","0.550",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,61,"quantile","0.600",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,62,"point",NA,2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,68,"quantile","0.650",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,75,"quantile","0.700",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,84,"quantile","0.750",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,94,"quantile","0.800",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,108,"quantile","0.850",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,126,"quantile","0.900",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,156,"quantile","0.950",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,186,"quantile","0.975",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-02,225,"quantile","0.990",2022-06-13,"3 wk ahead inc flu hosp","25"
2022-07-09,0,"quantile","0.010",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,2,"quantile","0.025",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,5,"quantile","0.050",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,10,"quantile","0.100",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,14,"quantile","0.150",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,19,"quantile","0.200",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,24,"quantile","0.250",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,28,"quantile","0.300",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,33,"quantile","0.350",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,38,"quantile","0.400",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,44,"quantile","0.450",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,50,"quantile","0.500",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,56,"quantile","0.550",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,63,"quantile","0.600",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,65,"point",NA,2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,71,"quantile","0.650",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,80,"quantile","0.700",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,90,"quantile","0.750",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,103,"quantile","0.800",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,119,"quantile","0.850",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,141,"quantile","0.900",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,180,"quantile","0.950",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,218,"quantile","0.975",2022-06-13,"4 wk ahead inc flu hosp","25"
2022-07-09,269,"quantile","0.990",2022-06-13,"4 wk ahead inc flu hosp","25"
