"target_end_date","value","type","quantile","forecast_date","target","location"
2022-05-14,75,"quantile","0.025",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,90,"quantile","0.050",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,110,"quantile","0.100",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,125,"quantile","0.150",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,138,"quantile","0.200",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,150,"quantile","0.250",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,161,"quantile","0.300",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,171,"quantile","0.350",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,182,"quantile","0.400",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,192,"quantile","0.450",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,203,"quantile","0.500",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,214,"quantile","0.550",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,216,"point",NA,2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,226,"quantile","0.600",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,239,"quantile","0.650",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,253,"quantile","0.700",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,268,"quantile","0.750",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,286,"quantile","0.800",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,308,"quantile","0.850",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,337,"quantile","0.900",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,384,"quantile","0.950",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,428,"quantile","0.975",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-14,483,"quantile","0.990",2022-05-20,"2 wk ahead inc flu hosp","25"
2022-05-21,42,"quantile","0.010",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,57,"quantile","0.025",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,73,"quantile","0.050",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,95,"quantile","0.100",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,111,"quantile","0.150",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,126,"quantile","0.200",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,139,"quantile","0.250",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,152,"quantile","0.300",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,165,"quantile","0.350",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,178,"quantile","0.400",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,190,"quantile","0.450",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,204,"quantile","0.500",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,217,"quantile","0.550",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,222,"point",NA,2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,232,"quantile","0.600",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,248,"quantile","0.650",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,265,"quantile","0.700",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,285,"quantile","0.750",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,308,"quantile","0.800",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,336,"quantile","0.850",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,375,"quantile","0.900",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,436,"quantile","0.950",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,495,"quantile","0.975",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-21,570,"quantile","0.990",2022-05-20,"3 wk ahead inc flu hosp","25"
2022-05-28,30,"quantile","0.010",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,44,"quantile","0.025",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,60,"quantile","0.050",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,83,"quantile","0.100",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,100,"quantile","0.150",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,116,"quantile","0.200",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,131,"quantile","0.250",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,146,"quantile","0.300",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,160,"quantile","0.350",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,174,"quantile","0.400",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,189,"quantile","0.450",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,204,"quantile","0.500",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,220,"quantile","0.550",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,229,"point",NA,2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,237,"quantile","0.600",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,256,"quantile","0.650",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,276,"quantile","0.700",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,300,"quantile","0.750",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,327,"quantile","0.800",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,362,"quantile","0.850",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,408,"quantile","0.900",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,484,"quantile","0.950",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,557,"quantile","0.975",2022-05-20,"4 wk ahead inc flu hosp","25"
2022-05-28,651,"quantile","0.990",2022-05-20,"4 wk ahead inc flu hosp","25"
