"target_end_date","value","type","quantile","forecast_date","target","location"
2022-05-28,198,"quantile","0.450",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,212,"quantile","0.500",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,226,"quantile","0.550",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,231,"point",NA,2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,241,"quantile","0.600",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,257,"quantile","0.650",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,275,"quantile","0.700",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,295,"quantile","0.750",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,319,"quantile","0.800",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,348,"quantile","0.850",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,386,"quantile","0.900",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,449,"quantile","0.950",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,509,"quantile","0.975",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,585,"quantile","0.990",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-06-04,32,"quantile","0.010",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,48,"quantile","0.025",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,64,"quantile","0.050",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,87,"quantile","0.100",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,106,"quantile","0.150",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,122,"quantile","0.200",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,137,"quantile","0.250",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,152,"quantile","0.300",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,167,"quantile","0.350",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,182,"quantile","0.400",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,197,"quantile","0.450",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,212,"quantile","0.500",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,229,"quantile","0.550",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,238,"point",NA,2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,246,"quantile","0.600",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,265,"quantile","0.650",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,286,"quantile","0.700",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,310,"quantile","0.750",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,338,"quantile","0.800",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,373,"quantile","0.850",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,421,"quantile","0.900",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,498,"quantile","0.950",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,572,"quantile","0.975",2022-05-09,"4 wk ahead inc flu hosp","25"
2022-06-04,667,"quantile","0.990",2022-05-09,"4 wk ahead inc flu hosp","25"
