"target_end_date","value","type","quantile","forecast_date","target","location"
2022-06-11,24,"quantile","0.050",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,33,"quantile","0.100",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,40,"quantile","0.150",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,46,"quantile","0.200",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,52,"quantile","0.250",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,57,"quantile","0.300",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,63,"quantile","0.350",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,68,"quantile","0.400",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,74,"quantile","0.450",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,79,"quantile","0.500",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,85,"quantile","0.550",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,88,"point",NA,2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,92,"quantile","0.600",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,99,"quantile","0.650",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,106,"quantile","0.700",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,115,"quantile","0.750",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,125,"quantile","0.800",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,138,"quantile","0.850",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,156,"quantile","0.900",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,184,"quantile","0.950",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,211,"quantile","0.975",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-11,245,"quantile","0.990",2022-05-30,"2 wk ahead inc flu hosp","25"
2022-06-18,6,"quantile","0.010",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,11,"quantile","0.025",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,17,"quantile","0.050",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,26,"quantile","0.100",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,33,"quantile","0.150",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,40,"quantile","0.200",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,46,"quantile","0.250",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,53,"quantile","0.300",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,59,"quantile","0.350",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,66,"quantile","0.400",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,72,"quantile","0.450",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,79,"quantile","0.500",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,87,"quantile","0.550",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,93,"point",NA,2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,95,"quantile","0.600",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,103,"quantile","0.650",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,113,"quantile","0.700",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,124,"quantile","0.750",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,138,"quantile","0.800",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,154,"quantile","0.850",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,177,"quantile","0.900",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,215,"quantile","0.950",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,252,"quantile","0.975",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-18,300,"quantile","0.990",2022-05-30,"3 wk ahead inc flu hosp","25"
2022-06-25,3,"quantile","0.010",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,7,"quantile","0.025",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,12,"quantile","0.050",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,21,"quantile","0.100",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,28,"quantile","0.150",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,35,"quantile","0.200",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,42,"quantile","0.250",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,49,"quantile","0.300",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,56,"quantile","0.350",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,63,"quantile","0.400",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,71,"quantile","0.450",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,79,"quantile","0.500",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,88,"quantile","0.550",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,97,"quantile","0.600",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,97,"point",NA,2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,107,"quantile","0.650",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,119,"quantile","0.700",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,132,"quantile","0.750",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,149,"quantile","0.800",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,169,"quantile","0.850",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,197,"quantile","0.900",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,245,"quantile","0.950",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,291,"quantile","0.975",2022-05-30,"4 wk ahead inc flu hosp","25"
2022-06-25,353,"quantile","0.990",2022-05-30,"4 wk ahead inc flu hosp","25"
