"","forecast_date","target","target_end_date","location","type","quantile","value"
"30","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.15,64.3991709653655
"31","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.2,70.5533886791491
"32","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.25,76.045188395454
"33","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.3,80.4602998394085
"34","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.35,84.4762280385265
"35","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.4,88.1876718580752
"36","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.45,91.9851022495736
"37","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.5,95.9975345167219
"38","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.55,100.246947384849
"39","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.6,104.262075794204
"40","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.65,108.556019030218
"41","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.7,113.223134145024
"42","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.75,117.767918889779
"43","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.8,123.713234000247
"44","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.85,132.11987735577
"45","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.9,140.317207191045
"46","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.95,154.322426051079
"47","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.975,167.751231869062
"48","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","01","quantile",0.99,182.274385186019
"49","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","point",NA,152.870329774932
"50","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.01,57.7364194427628
"51","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.025,73.3107018872138
"52","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.05,85.6353944079458
"53","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.1,98.6194385019428
"54","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.15,107.917683301369
"55","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.2,116.031059232184
"56","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.25,123.594676129264
"57","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.3,129.78521975372
"58","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.35,135.063907521786
"59","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.4,141.089650478773
"60","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.45,146.230358953085
"61","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.5,151.685082377126
"62","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.55,157.298579742407
"63","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.6,162.497327418117
"64","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.65,168.108585248424
"65","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.7,173.936962831706
"66","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.75,180.674426577544
"67","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.8,187.887700328526
"68","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.85,197.274882601596
"69","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.9,208.570621903985
"70","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.95,225.604631758874
"71","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.975,242.649151326284
"72","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","01","quantile",0.99,257.618990035921
"73","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","point",NA,266.598147707128
"74","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.01,161.575122630079
"75","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.025,180.286043189191
"76","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.05,195.281120446148
"77","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.1,208.013792604635
"78","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.15,219.464320661965
"79","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.2,228.86058239222
"80","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.25,236.305829862242
"81","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.3,242.939074557371
"82","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.35,249.248378158399
"83","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.4,254.727738017808
"84","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.45,260.136125929694
"85","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.5,265.570813958008
"86","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.55,271.217823866506
"87","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.6,276.69276754807
"88","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.65,283.821668641629
"89","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.7,289.467510720233
"90","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.75,296.289850841686
"91","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.8,303.259896820858
"92","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.85,312.379529967308
"93","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.9,325.102000472969
"94","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.95,342.781270914716
"95","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.975,357.089870927704
"96","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","01","quantile",0.99,374.455707388555
"97","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","point",NA,8.64929088636132
"98","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.01,0.154885598966124
"99","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.025,1.57275105608325
"100","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.05,2.75840872394739
"101","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.1,3.91417914508179
"102","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.15,4.76377947123351
"103","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.2,5.50768300285814
"104","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.25,6.14880549823021
"105","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.3,6.66551089634772
"106","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.35,7.18389283766114
"107","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.4,7.62660502675192
"108","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.45,8.04719311110216
"109","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.5,8.51437351005868
"110","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.55,8.99729114789125
"111","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.6,9.47549301933214
"112","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.65,9.93519170623867
"113","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.7,10.4736154009734
"114","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.75,10.9650745055633
"115","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.8,11.6904648687768
"116","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.85,12.5727228664773
"117","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.9,13.4870625155129
"118","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.95,15.0783847932361
"119","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.975,16.7570775929249
"120","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","15","quantile",0.99,18.298225069975
"121","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","point",NA,8.49679883258671
"122","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.01,0
"123","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.025,1.44675175631449
"124","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.05,2.45092946619137
"125","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.1,3.88455949275378
"126","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.15,4.76307937891635
"127","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.2,5.55739614640018
"128","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.25,6.11178984573394
"129","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.3,6.57647370533668
"130","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.35,7.03770715038988
"131","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.4,7.50580189094976
"132","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.45,7.98498340997652
"133","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.5,8.42770223759058
"134","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.55,8.86500570925704
"135","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.6,9.34978651736692
"136","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.65,9.75645471903934
"137","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.7,10.2590581197756
"138","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.75,10.8191032252776
"139","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.8,11.4735854423367
"140","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.85,12.2379149051758
"141","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.9,13.0777519138203
"142","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.95,14.783669423934
"143","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.975,16.2447218537353
"144","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","15","quantile",0.99,18.2078105143618
"145","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","point",NA,8.96095663928674
"146","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.01,0.977856198664072
"147","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.025,2.47006034776872
"148","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.05,3.59289741049736
"149","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.1,4.64790879565126
"150","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.15,5.55362501274777
"151","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.2,6.14607304132245
"152","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.25,6.64297835161057
"153","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.3,7.13100270758612
"154","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.35,7.59607923355899
"155","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.4,7.98521618946953
"156","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.45,8.40687611796378
"157","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.5,8.88576191826684
"158","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.55,9.23885461960281
"159","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.6,9.63784124722386
"160","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.65,10.1150400387109
"161","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.7,10.6425754403912
"162","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.75,11.2294206751778
"163","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.8,11.8606218499716
"164","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.85,12.5149730984499
"165","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.9,13.4981603102317
"166","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.95,14.8640176730639
"167","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.975,15.8667661713021
"168","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","15","quantile",0.99,17.1389311802309
"169","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","point",NA,9.78300096693924
"170","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.01,1.48790941591534
"171","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.025,2.95222550556254
"172","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.05,4.26493682915033
"173","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.1,5.54673926707822
"174","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.15,6.32176176443022
"175","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.2,6.93609923273822
"176","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.25,7.47680753439209
"177","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.3,7.93141924597743
"178","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.35,8.39685578398653
"179","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.4,8.81427169010455
"180","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.45,9.26249372807957
"181","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.5,9.68282394075275
"182","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.55,10.0488172531564
"183","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.6,10.5338839598257
"184","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.65,10.9559707677824
"185","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.7,11.4385518622879
"186","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.75,11.9014554223126
"187","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.8,12.6455041082473
"188","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.85,13.339473418474
"189","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.9,14.3223507608575
"190","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.95,15.9480787800572
"191","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.975,16.9765232910566
"192","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","15","quantile",0.99,19.0891335658703
"193","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","point",NA,87.2800580053791
"194","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.01,0
"195","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.025,0
"196","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.05,0
"197","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.1,16.6862191529758
"198","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.15,28.0731110856267
"199","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.2,39.5813733068295
"200","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.25,49.4677746939239
"201","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.3,57.5846318423981
"202","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.35,65.969260599171
"203","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.4,73.379240538565
"204","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.45,80.3073163416647
"205","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.5,87.0964617287224
"206","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.55,93.4554425775518
"207","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.6,101.436214377868
"208","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.65,108.400960407389
"209","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.7,117.749595119068
"210","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.75,126.504800835314
"211","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.8,135.948213633996
"212","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.85,146.786012434438
"213","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.9,161.160733014183
"214","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.95,179.007417742177
"215","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.975,198.269596739973
"216","2023-02-13","1 wk ahead inc flu hosp","2023-02-18","18","quantile",0.99,216.276708817752
"217","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","point",NA,76.6630355391171
"218","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.01,0
"219","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.025,0
"220","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.05,0
"221","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.1,10.8458996402143
"222","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.15,23.0524943374155
"223","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.2,33.818745168288
"224","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.25,42.3951134014859
"225","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.3,49.6622890661907
"226","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.35,57.4620184953729
"227","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.4,64.3717139049035
"228","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.45,70.751639451268
"229","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.5,77.8554049792012
"230","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.55,83.9793892729264
"231","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.6,90.5156292424362
"232","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.65,97.6576935785559
"233","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.7,104.888177743699
"234","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.75,111.593390931745
"235","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.8,119.345367271801
"236","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.85,128.27458532341
"237","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.9,141.074682771156
"238","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.95,159.854897747622
"239","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.975,174.992848180096
"240","2023-02-13","2 wk ahead inc flu hosp","2023-02-25","18","quantile",0.99,189.318431148527
"241","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","point",NA,89.4790736278926
"242","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.01,0
"243","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.025,0
"244","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.05,0
"245","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.1,16.631175730509
"246","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.15,31.4891002670671
"247","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.2,42.6870076524914
"248","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.25,51.0261117863403
"249","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.3,60.3826807456936
"250","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.35,68.405479379451
"251","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.4,75.6683006513937
"252","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.45,82.2904712687637
"253","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.5,89.4801301932489
"254","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.55,96.6879757929638
"255","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.6,103.448896725759
"256","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.65,110.559570384841
"257","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.7,117.7204446541
"258","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.75,126.203319114106
"259","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.8,136.076491816941
"260","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.85,149.810206276529
"261","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.9,164.222482712448
"262","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.95,186.172496546969
"263","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.975,203.410270880047
"264","2023-02-13","3 wk ahead inc flu hosp","2023-03-04","18","quantile",0.99,218.474567099807
"265","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","point",NA,111.082137450729
"266","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.01,0
"267","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.025,0
"268","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.05,0
"269","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.1,19.4068381601739
"270","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.15,37.0375731106417
"271","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.2,49.3850971357247
"272","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.25,63.2274365923894
"273","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.3,74.353782613842
"274","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.35,83.8153477775318
"275","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.4,94.2171950280515
"276","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.45,102.727336702305
"277","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.5,111.420146801083
"278","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.55,118.673955232371
"279","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.6,129.137980395977
"280","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.65,138.508916387916
"281","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.7,147.575941343394
"282","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.75,159.717405449475
"283","2023-02-13","4 wk ahead inc flu hosp","2023-03-11","18","quantile",0.8,173.51136418652
