forecast_date,target,location,type,type_id,value,target_end_date,quantile
2022-12-12,2 wk flu hosp rate change,08,category,large_increase,0.5404624432434375,2022-12-24,
2022-12-12,2 wk flu hosp rate change,09,category,large_decrease,0.1169573877519098,2022-12-24,
2022-12-12,2 wk flu hosp rate change,09,category,decrease,0.222156010709682,2022-12-24,
2022-12-12,2 wk flu hosp rate change,09,category,stable,0.5110498342843925,2022-12-24,
2022-12-12,2 wk flu hosp rate change,09,category,increase,0.1045576963975065,2022-12-24,
2022-12-12,2 wk flu hosp rate change,09,category,large_increase,0.0452790708565089,2022-12-24,
2022-12-12,2 wk flu hosp rate change,10,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,10,category,decrease,0.289256140579337,2022-12-24,
2022-12-12,2 wk flu hosp rate change,10,category,stable,0.678772738909695,2022-12-24,
2022-12-12,2 wk flu hosp rate change,10,category,increase,0.0319711205109679,2022-12-24,
2022-12-12,2 wk flu hosp rate change,10,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,11,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,11,category,decrease,0.2880488254032,2022-12-24,
2022-12-12,2 wk flu hosp rate change,11,category,stable,0.6746382935936255,2022-12-24,
2022-12-12,2 wk flu hosp rate change,11,category,increase,0.0373128810031745,2022-12-24,
2022-12-12,2 wk flu hosp rate change,11,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,13,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,13,category,decrease,0.0909587955044494,2022-12-24,
2022-12-12,2 wk flu hosp rate change,13,category,stable,0.8500552290857816,2022-12-24,
2022-12-12,2 wk flu hosp rate change,13,category,increase,0.058985975409769,2022-12-24,
2022-12-12,2 wk flu hosp rate change,13,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,15,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,15,category,decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,15,category,stable,0.9245912789496008,2022-12-24,
2022-12-12,2 wk flu hosp rate change,15,category,increase,0.0754087210503992,2022-12-24,
2022-12-12,2 wk flu hosp rate change,15,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,16,category,large_decrease,0.304553803161411,2022-12-24,
2022-12-12,2 wk flu hosp rate change,16,category,decrease,0.1482107686535912,2022-12-24,
2022-12-12,2 wk flu hosp rate change,16,category,stable,0.2537389281855114,2022-12-24,
2022-12-12,2 wk flu hosp rate change,16,category,increase,0.0913108925148364,2022-12-24,
2022-12-12,2 wk flu hosp rate change,16,category,large_increase,0.2021856074846497,2022-12-24,
2022-12-12,2 wk flu hosp rate change,17,category,large_decrease,0.0974100107770286,2022-12-24,
2022-12-12,2 wk flu hosp rate change,17,category,decrease,0.2322253624051438,2022-12-24,
2022-12-12,2 wk flu hosp rate change,17,category,stable,0.5182320554451021,2022-12-24,
2022-12-12,2 wk flu hosp rate change,17,category,increase,0.1036658983047278,2022-12-24,
2022-12-12,2 wk flu hosp rate change,17,category,large_increase,0.0484666730679976,2022-12-24,
2022-12-12,2 wk flu hosp rate change,18,category,large_decrease,0.4836407165281162,2022-12-24,
2022-12-12,2 wk flu hosp rate change,18,category,decrease,0.2018185299063333,2022-12-24,
2022-12-12,2 wk flu hosp rate change,18,category,stable,0.2490693677546609,2022-12-24,
2022-12-12,2 wk flu hosp rate change,18,category,increase,0.0326379165713284,2022-12-24,
2022-12-12,2 wk flu hosp rate change,18,category,large_increase,0.0328334692395611,2022-12-24,
2022-12-12,2 wk flu hosp rate change,19,category,large_decrease,0.1827287134496591,2022-12-24,
2022-12-12,2 wk flu hosp rate change,19,category,decrease,0.1337235073841282,2022-12-24,
2022-12-12,2 wk flu hosp rate change,19,category,stable,0.2708790036376329,2022-12-24,
2022-12-12,2 wk flu hosp rate change,19,category,increase,0.1143326221507621,2022-12-24,
2022-12-12,2 wk flu hosp rate change,19,category,large_increase,0.2983361533778176,2022-12-24,
2022-12-12,2 wk flu hosp rate change,20,category,large_decrease,0.468423342418734,2022-12-24,
2022-12-12,2 wk flu hosp rate change,20,category,decrease,0.2013821333273386,2022-12-24,
2022-12-12,2 wk flu hosp rate change,20,category,stable,0.2519096299428824,2022-12-24,
2022-12-12,2 wk flu hosp rate change,20,category,increase,0.0382881182428453,2022-12-24,
2022-12-12,2 wk flu hosp rate change,20,category,large_increase,0.0399967760681994,2022-12-24,
2022-12-12,2 wk flu hosp rate change,21,category,large_decrease,0.4342781203804911,2022-12-24,
2022-12-12,2 wk flu hosp rate change,21,category,decrease,0.1133132852801488,2022-12-24,
2022-12-12,2 wk flu hosp rate change,21,category,stable,0.2008031225614805,2022-12-24,
2022-12-12,2 wk flu hosp rate change,21,category,increase,0.0780610663111498,2022-12-24,
2022-12-12,2 wk flu hosp rate change,21,category,large_increase,0.1735444054667296,2022-12-24,
2022-12-12,2 wk flu hosp rate change,22,category,large_decrease,0.2825037890276037,2022-12-24,
2022-12-12,2 wk flu hosp rate change,22,category,decrease,0.3821344225351162,2022-12-24,
2022-12-12,2 wk flu hosp rate change,22,category,stable,0.3101629709125946,2022-12-24,
2022-12-12,2 wk flu hosp rate change,22,category,increase,0.0251988175246854,2022-12-24,
2022-12-12,2 wk flu hosp rate change,22,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,23,category,large_decrease,0.0649724964818463,2022-12-24,
2022-12-12,2 wk flu hosp rate change,23,category,decrease,0.214959172479585,2022-12-24,
2022-12-12,2 wk flu hosp rate change,23,category,stable,0.5437086201972523,2022-12-24,
2022-12-12,2 wk flu hosp rate change,23,category,increase,0.1220245645528208,2022-12-24,
2022-12-12,2 wk flu hosp rate change,23,category,large_increase,0.0543351462884953,2022-12-24,
2022-12-12,2 wk flu hosp rate change,24,category,large_decrease,0.2854593963838185,2022-12-24,
2022-12-12,2 wk flu hosp rate change,24,category,decrease,0.2098556785449802,2022-12-24,
2022-12-12,2 wk flu hosp rate change,24,category,stable,0.3162483237109365,2022-12-24,
2022-12-12,2 wk flu hosp rate change,24,category,increase,0.0848868430340132,2022-12-24,
2022-12-12,2 wk flu hosp rate change,24,category,large_increase,0.1035497583262514,2022-12-24,
2022-12-12,2 wk flu hosp rate change,25,category,large_decrease,0.0194424983932608,2022-12-24,
2022-12-12,2 wk flu hosp rate change,25,category,decrease,0.0520867577440277,2022-12-24,
2022-12-12,2 wk flu hosp rate change,25,category,stable,0.2250383860107571,2022-12-24,
2022-12-12,2 wk flu hosp rate change,25,category,increase,0.143448146586226,2022-12-24,
2022-12-12,2 wk flu hosp rate change,25,category,large_increase,0.5599842112657283,2022-12-24,
2022-12-12,2 wk flu hosp rate change,26,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,26,category,decrease,0.0525513538060797,2022-12-24,
2022-12-12,2 wk flu hosp rate change,26,category,stable,0.3874147709562325,2022-12-24,
2022-12-12,2 wk flu hosp rate change,26,category,increase,0.2401132753633656,2022-12-24,
2022-12-12,2 wk flu hosp rate change,26,category,large_increase,0.319920599874322,2022-12-24,
2022-12-12,2 wk flu hosp rate change,27,category,large_decrease,0.4061620297713862,2022-12-24,
2022-12-12,2 wk flu hosp rate change,27,category,decrease,0.2461866864169706,2022-12-24,
2022-12-12,2 wk flu hosp rate change,27,category,stable,0.2789904230362456,2022-12-24,
2022-12-12,2 wk flu hosp rate change,27,category,increase,0.0354011985929026,2022-12-24,
2022-12-12,2 wk flu hosp rate change,27,category,large_increase,0.0332596621824947,2022-12-24,
2022-12-12,2 wk flu hosp rate change,28,category,large_decrease,0.5682365296251535,2022-12-24,
2022-12-12,2 wk flu hosp rate change,28,category,decrease,0.2440181772925711,2022-12-24,
2022-12-12,2 wk flu hosp rate change,28,category,stable,0.1585512189121349,2022-12-24,
2022-12-12,2 wk flu hosp rate change,28,category,increase,0.0291940741701404,2022-12-24,
2022-12-12,2 wk flu hosp rate change,28,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,29,category,large_decrease,0.4028648615296477,2022-12-24,
2022-12-12,2 wk flu hosp rate change,29,category,decrease,0.1446141584749923,2022-12-24,
2022-12-12,2 wk flu hosp rate change,29,category,stable,0.2500011281035894,2022-12-24,
2022-12-12,2 wk flu hosp rate change,29,category,increase,0.0845478773511709,2022-12-24,
2022-12-12,2 wk flu hosp rate change,29,category,large_increase,0.1179719745405996,2022-12-24,
2022-12-12,2 wk flu hosp rate change,30,category,large_decrease,0.0662836864897108,2022-12-24,
2022-12-12,2 wk flu hosp rate change,30,category,decrease,0.1153258364531538,2022-12-24,
2022-12-12,2 wk flu hosp rate change,30,category,stable,0.2986501021232768,2022-12-24,
2022-12-12,2 wk flu hosp rate change,30,category,increase,0.1412947550283131,2022-12-24,
2022-12-12,2 wk flu hosp rate change,30,category,large_increase,0.3784456199055452,2022-12-24,
2022-12-12,2 wk flu hosp rate change,31,category,large_decrease,0.2843399827850967,2022-12-24,
2022-12-12,2 wk flu hosp rate change,31,category,decrease,0.1562999031708394,2022-12-24,
2022-12-12,2 wk flu hosp rate change,31,category,stable,0.2646756603729344,2022-12-24,
2022-12-12,2 wk flu hosp rate change,31,category,increase,0.0921246304402356,2022-12-24,
2022-12-12,2 wk flu hosp rate change,31,category,large_increase,0.2025598232308937,2022-12-24,
2022-12-12,2 wk flu hosp rate change,32,category,large_decrease,0.2265644361466481,2022-12-24,
2022-12-12,2 wk flu hosp rate change,32,category,decrease,0.0996654715384832,2022-12-24,
2022-12-12,2 wk flu hosp rate change,32,category,stable,0.2065162259963172,2022-12-24,
2022-12-12,2 wk flu hosp rate change,32,category,increase,0.0965262331894912,2022-12-24,
2022-12-12,2 wk flu hosp rate change,32,category,large_increase,0.3707276331290601,2022-12-24,
2022-12-12,2 wk flu hosp rate change,33,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,33,category,decrease,0.0518628791802785,2022-12-24,
2022-12-12,2 wk flu hosp rate change,33,category,stable,0.632699174265616,2022-12-24,
2022-12-12,2 wk flu hosp rate change,33,category,increase,0.2277183287459093,2022-12-24,
2022-12-12,2 wk flu hosp rate change,33,category,large_increase,0.0877196178081961,2022-12-24,
2022-12-12,2 wk flu hosp rate change,34,category,large_decrease,0.3042244647525391,2022-12-24,
2022-12-12,2 wk flu hosp rate change,34,category,decrease,0.1541806213820462,2022-12-24,
2022-12-12,2 wk flu hosp rate change,34,category,stable,0.2692161984936758,2022-12-24,
2022-12-12,2 wk flu hosp rate change,34,category,increase,0.0967799155123059,2022-12-24,
2022-12-12,2 wk flu hosp rate change,34,category,large_increase,0.1755987998594329,2022-12-24,
2022-12-12,2 wk flu hosp rate change,35,category,large_decrease,0.5717901917930608,2022-12-24,
2022-12-12,2 wk flu hosp rate change,35,category,decrease,0.0584068218670125,2022-12-24,
2022-12-12,2 wk flu hosp rate change,35,category,stable,0.1037578458989304,2022-12-24,
2022-12-12,2 wk flu hosp rate change,35,category,increase,0.0444568382581636,2022-12-24,
2022-12-12,2 wk flu hosp rate change,35,category,large_increase,0.2215883021828326,2022-12-24,
2022-12-12,2 wk flu hosp rate change,36,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,36,category,decrease,0.0148179359236451,2022-12-24,
2022-12-12,2 wk flu hosp rate change,36,category,stable,0.4248969431943123,2022-12-24,
2022-12-12,2 wk flu hosp rate change,36,category,increase,0.3462611816040066,2022-12-24,
2022-12-12,2 wk flu hosp rate change,36,category,large_increase,0.2140239392780358,2022-12-24,
2022-12-12,2 wk flu hosp rate change,37,category,large_decrease,0.1788848272613984,2022-12-24,
2022-12-12,2 wk flu hosp rate change,37,category,decrease,0.283748570602082,2022-12-24,
2022-12-12,2 wk flu hosp rate change,37,category,stable,0.418600485263056,2022-12-24,
2022-12-12,2 wk flu hosp rate change,37,category,increase,0.0720061849763553,2022-12-24,
2022-12-12,2 wk flu hosp rate change,37,category,large_increase,0.0467599318971081,2022-12-24,
2022-12-12,2 wk flu hosp rate change,38,category,large_decrease,0.0225531112281894,2022-12-24,
2022-12-12,2 wk flu hosp rate change,38,category,decrease,0.3617797268943455,2022-12-24,
2022-12-12,2 wk flu hosp rate change,38,category,stable,0.5436301864890278,2022-12-24,
2022-12-12,2 wk flu hosp rate change,38,category,increase,0.0536624135146419,2022-12-24,
2022-12-12,2 wk flu hosp rate change,38,category,large_increase,0.0183745618737951,2022-12-24,
2022-12-12,2 wk flu hosp rate change,39,category,large_decrease,0.3116099550689732,2022-12-24,
2022-12-12,2 wk flu hosp rate change,39,category,decrease,0.1751998697817038,2022-12-24,
2022-12-12,2 wk flu hosp rate change,39,category,stable,0.2967436922481441,2022-12-24,
2022-12-12,2 wk flu hosp rate change,39,category,increase,0.0951511984844053,2022-12-24,
2022-12-12,2 wk flu hosp rate change,39,category,large_increase,0.1212952844167734,2022-12-24,
2022-12-12,2 wk flu hosp rate change,40,category,large_decrease,0.6098299885465268,2022-12-24,
2022-12-12,2 wk flu hosp rate change,40,category,decrease,0.0990324250343706,2022-12-24,
2022-12-12,2 wk flu hosp rate change,40,category,stable,0.153627179692906,2022-12-24,
2022-12-12,2 wk flu hosp rate change,40,category,increase,0.0492119900926559,2022-12-24,
2022-12-12,2 wk flu hosp rate change,40,category,large_increase,0.0882984166335405,2022-12-24,
2022-12-12,2 wk flu hosp rate change,41,category,large_decrease,0.4590894909396982,2022-12-24,
2022-12-12,2 wk flu hosp rate change,41,category,decrease,0.0718007998151518,2022-12-24,
2022-12-12,2 wk flu hosp rate change,41,category,stable,0.1298504290893515,2022-12-24,
2022-12-12,2 wk flu hosp rate change,41,category,increase,0.0562154986730335,2022-12-24,
2022-12-12,2 wk flu hosp rate change,41,category,large_increase,0.2830437814827649,2022-12-24,
2022-12-12,2 wk flu hosp rate change,42,category,large_decrease,0.2506377798431716,2022-12-24,
2022-12-12,2 wk flu hosp rate change,42,category,decrease,0.2277968029326464,2022-12-24,
2022-12-12,2 wk flu hosp rate change,42,category,stable,0.3883720903446597,2022-12-24,
2022-12-12,2 wk flu hosp rate change,42,category,increase,0.080570633855221,2022-12-24,
2022-12-12,2 wk flu hosp rate change,42,category,large_increase,0.0526226930243012,2022-12-24,
2022-12-12,2 wk flu hosp rate change,44,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,44,category,decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,44,category,stable,0.966343712734158,2022-12-24,
2022-12-12,2 wk flu hosp rate change,44,category,increase,0.0336562872658419,2022-12-24,
2022-12-12,2 wk flu hosp rate change,44,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,45,category,large_decrease,0.01508603692234,2022-12-24,
2022-12-12,2 wk flu hosp rate change,45,category,decrease,0.2862939585515678,2022-12-24,
2022-12-12,2 wk flu hosp rate change,45,category,stable,0.6498638671615393,2022-12-24,
2022-12-12,2 wk flu hosp rate change,45,category,increase,0.0487561373645528,2022-12-24,
2022-12-12,2 wk flu hosp rate change,45,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,46,category,large_decrease,0.2808455956525748,2022-12-24,
2022-12-12,2 wk flu hosp rate change,46,category,decrease,0.2827677134749085,2022-12-24,
2022-12-12,2 wk flu hosp rate change,46,category,stable,0.3532736080313822,2022-12-24,
2022-12-12,2 wk flu hosp rate change,46,category,increase,0.0471479229661331,2022-12-24,
2022-12-12,2 wk flu hosp rate change,46,category,large_increase,0.0359651598750013,2022-12-24,
2022-12-12,2 wk flu hosp rate change,47,category,large_decrease,0.5637896367785391,2022-12-24,
2022-12-12,2 wk flu hosp rate change,47,category,decrease,0.2994066259507268,2022-12-24,
2022-12-12,2 wk flu hosp rate change,47,category,stable,0.136803737270734,2022-12-24,
2022-12-12,2 wk flu hosp rate change,47,category,increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,47,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,48,category,large_decrease,0.197985370070071,2022-12-24,
2022-12-12,2 wk flu hosp rate change,48,category,decrease,0.2165806782522023,2022-12-24,
2022-12-12,2 wk flu hosp rate change,48,category,stable,0.3984765502891252,2022-12-24,
2022-12-12,2 wk flu hosp rate change,48,category,increase,0.1070736916482361,2022-12-24,
2022-12-12,2 wk flu hosp rate change,48,category,large_increase,0.0798837097403653,2022-12-24,
2022-12-12,2 wk flu hosp rate change,49,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,49,category,decrease,0.0494601127820027,2022-12-24,
2022-12-12,2 wk flu hosp rate change,49,category,stable,0.6698403577466638,2022-12-24,
2022-12-12,2 wk flu hosp rate change,49,category,increase,0.1691521336185674,2022-12-24,
2022-12-12,2 wk flu hosp rate change,49,category,large_increase,0.111547395852766,2022-12-24,
2022-12-12,2 wk flu hosp rate change,50,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,50,category,decrease,0.0808488520487482,2022-12-24,
2022-12-12,2 wk flu hosp rate change,50,category,stable,0.8467958423557058,2022-12-24,
2022-12-12,2 wk flu hosp rate change,50,category,increase,0.0723553055955459,2022-12-24,
2022-12-12,2 wk flu hosp rate change,50,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,51,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,51,category,decrease,0.2603619275418847,2022-12-24,
2022-12-12,2 wk flu hosp rate change,51,category,stable,0.7396380724581153,2022-12-24,
2022-12-12,2 wk flu hosp rate change,51,category,increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,51,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,53,category,large_decrease,0.2117225698344318,2022-12-24,
2022-12-12,2 wk flu hosp rate change,53,category,decrease,0.0940768970235721,2022-12-24,
2022-12-12,2 wk flu hosp rate change,53,category,stable,0.189637103749451,2022-12-24,
2022-12-12,2 wk flu hosp rate change,53,category,increase,0.0867603441554794,2022-12-24,
2022-12-12,2 wk flu hosp rate change,53,category,large_increase,0.4178030852370655,2022-12-24,
2022-12-12,2 wk flu hosp rate change,54,category,large_decrease,0.6278638803374905,2022-12-24,
2022-12-12,2 wk flu hosp rate change,54,category,decrease,0.1464083421345348,2022-12-24,
2022-12-12,2 wk flu hosp rate change,54,category,stable,0.1652459845390779,2022-12-24,
2022-12-12,2 wk flu hosp rate change,54,category,increase,0.0234085245911155,2022-12-24,
2022-12-12,2 wk flu hosp rate change,54,category,large_increase,0.0370732683977812,2022-12-24,
2022-12-12,2 wk flu hosp rate change,55,category,large_decrease,0.178021667928698,2022-12-24,
2022-12-12,2 wk flu hosp rate change,55,category,decrease,0.1227272294135012,2022-12-24,
2022-12-12,2 wk flu hosp rate change,55,category,stable,0.2596150131691286,2022-12-24,
2022-12-12,2 wk flu hosp rate change,55,category,increase,0.1161673296234455,2022-12-24,
2022-12-12,2 wk flu hosp rate change,55,category,large_increase,0.3234687598652266,2022-12-24,
2022-12-12,2 wk flu hosp rate change,56,category,large_decrease,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,56,category,decrease,0.0737745129492706,2022-12-24,
2022-12-12,2 wk flu hosp rate change,56,category,stable,0.9088687682750958,2022-12-24,
2022-12-12,2 wk flu hosp rate change,56,category,increase,0.0173567187756336,2022-12-24,
2022-12-12,2 wk flu hosp rate change,56,category,large_increase,0.0,2022-12-24,
2022-12-12,2 wk flu hosp rate change,US,category,large_decrease,0.0184842689347561,2022-12-24,
2022-12-12,2 wk flu hosp rate change,US,category,decrease,0.2003615339989579,2022-12-24,
2022-12-12,2 wk flu hosp rate change,US,category,stable,0.7080931451457246,2022-12-24,
2022-12-12,2 wk flu hosp rate change,US,category,increase,0.0730610519205612,2022-12-24,
2022-12-12,2 wk flu hosp rate change,US,category,large_increase,0.0,2022-12-24,
