,forecast_date,target,location,type,type_id,value
66,2022-11-21,2 wk flu hosp rate change,17,category,decrease,0.02369637207498293
67,2022-11-21,2 wk flu hosp rate change,17,category,stable,0.68220279857436
68,2022-11-21,2 wk flu hosp rate change,17,category,increase,0.22558426897512474
69,2022-11-21,2 wk flu hosp rate change,17,category,large_increase,0.06851656037553233
70,2022-11-21,2 wk flu hosp rate change,18,category,large_decrease,0.0
71,2022-11-21,2 wk flu hosp rate change,18,category,decrease,0.045504355879327836
72,2022-11-21,2 wk flu hosp rate change,18,category,stable,0.5706594119466166
73,2022-11-21,2 wk flu hosp rate change,18,category,increase,0.2502527796792503
74,2022-11-21,2 wk flu hosp rate change,18,category,large_increase,0.1335834524948052
75,2022-11-21,2 wk flu hosp rate change,19,category,large_decrease,0.0
76,2022-11-21,2 wk flu hosp rate change,19,category,decrease,0.0
77,2022-11-21,2 wk flu hosp rate change,19,category,stable,0.70536946868579
78,2022-11-21,2 wk flu hosp rate change,19,category,increase,0.20659202096598062
79,2022-11-21,2 wk flu hosp rate change,19,category,large_increase,0.0880385103482294
80,2022-11-21,2 wk flu hosp rate change,20,category,large_decrease,0.0
81,2022-11-21,2 wk flu hosp rate change,20,category,decrease,0.022627072765756432
82,2022-11-21,2 wk flu hosp rate change,20,category,stable,0.6297058426697426
83,2022-11-21,2 wk flu hosp rate change,20,category,increase,0.23397473168332916
84,2022-11-21,2 wk flu hosp rate change,20,category,large_increase,0.11369235288117174
85,2022-11-21,2 wk flu hosp rate change,21,category,large_decrease,0.13781360044545515
86,2022-11-21,2 wk flu hosp rate change,21,category,decrease,0.18303359100232042
87,2022-11-21,2 wk flu hosp rate change,21,category,stable,0.3961159083848908
88,2022-11-21,2 wk flu hosp rate change,21,category,increase,0.12890839818770772
89,2022-11-21,2 wk flu hosp rate change,21,category,large_increase,0.1541285019796259
90,2022-11-21,2 wk flu hosp rate change,22,category,large_decrease,0.0
91,2022-11-21,2 wk flu hosp rate change,22,category,decrease,0.203943230249702
92,2022-11-21,2 wk flu hosp rate change,22,category,stable,0.7140376505082517
93,2022-11-21,2 wk flu hosp rate change,22,category,increase,0.07160451298220516
94,2022-11-21,2 wk flu hosp rate change,22,category,large_increase,0.010414606259841142
95,2022-11-21,2 wk flu hosp rate change,23,category,large_decrease,0.0
96,2022-11-21,2 wk flu hosp rate change,23,category,decrease,0.0
97,2022-11-21,2 wk flu hosp rate change,23,category,stable,1.0
98,2022-11-21,2 wk flu hosp rate change,23,category,increase,0.0
99,2022-11-21,2 wk flu hosp rate change,23,category,large_increase,0.0
100,2022-11-21,2 wk flu hosp rate change,24,category,large_decrease,0.09828164775500409
101,2022-11-21,2 wk flu hosp rate change,24,category,decrease,0.24322129363461775
102,2022-11-21,2 wk flu hosp rate change,24,category,stable,0.43888959990740967
103,2022-11-21,2 wk flu hosp rate change,24,category,increase,0.1088268963266068
104,2022-11-21,2 wk flu hosp rate change,24,category,large_increase,0.11078056237636169
105,2022-11-21,2 wk flu hosp rate change,25,category,large_decrease,0.0
106,2022-11-21,2 wk flu hosp rate change,25,category,decrease,0.0
107,2022-11-21,2 wk flu hosp rate change,25,category,stable,0.6312408282809067
108,2022-11-21,2 wk flu hosp rate change,25,category,increase,0.2742867027401814
109,2022-11-21,2 wk flu hosp rate change,25,category,large_increase,0.09447246897891193
110,2022-11-21,2 wk flu hosp rate change,26,category,large_decrease,0.0
111,2022-11-21,2 wk flu hosp rate change,26,category,decrease,0.0
112,2022-11-21,2 wk flu hosp rate change,26,category,stable,0.5686510763292357
113,2022-11-21,2 wk flu hosp rate change,26,category,increase,0.3202339289760421
114,2022-11-21,2 wk flu hosp rate change,26,category,large_increase,0.11111499469472219
115,2022-11-21,2 wk flu hosp rate change,27,category,large_decrease,0.15264041107401513
116,2022-11-21,2 wk flu hosp rate change,27,category,decrease,0.25693651966973274
117,2022-11-21,2 wk flu hosp rate change,27,category,stable,0.4290180057679058
118,2022-11-21,2 wk flu hosp rate change,27,category,increase,0.0898700075642771
119,2022-11-21,2 wk flu hosp rate change,27,category,large_increase,0.07153505592406928
120,2022-11-21,2 wk flu hosp rate change,28,category,large_decrease,0.5378541198432448
121,2022-11-21,2 wk flu hosp rate change,28,category,decrease,0.18938986418901393
122,2022-11-21,2 wk flu hosp rate change,28,category,stable,0.20156003952494184
123,2022-11-21,2 wk flu hosp rate change,28,category,increase,0.04021117641908345
124,2022-11-21,2 wk flu hosp rate change,28,category,large_increase,0.030984800023715953
125,2022-11-21,2 wk flu hosp rate change,29,category,large_decrease,0.0
126,2022-11-21,2 wk flu hosp rate change,29,category,decrease,0.039190662023555624
127,2022-11-21,2 wk flu hosp rate change,29,category,stable,0.5397433604052494
128,2022-11-21,2 wk flu hosp rate change,29,category,increase,0.24771623235712004
129,2022-11-21,2 wk flu hosp rate change,29,category,large_increase,0.17334974521407498
130,2022-11-21,2 wk flu hosp rate change,30,category,large_decrease,0.0
131,2022-11-21,2 wk flu hosp rate change,30,category,decrease,0.0
132,2022-11-21,2 wk flu hosp rate change,30,category,stable,0.919675372915838
133,2022-11-21,2 wk flu hosp rate change,30,category,increase,0.08032462708416199
134,2022-11-21,2 wk flu hosp rate change,30,category,large_increase,0.0
135,2022-11-21,2 wk flu hosp rate change,31,category,large_decrease,0.0
136,2022-11-21,2 wk flu hosp rate change,31,category,decrease,0.06938458344019752
137,2022-11-21,2 wk flu hosp rate change,31,category,stable,0.6383886970302813
138,2022-11-21,2 wk flu hosp rate change,31,category,increase,0.15865951198131645
139,2022-11-21,2 wk flu hosp rate change,31,category,large_increase,0.13356720754820472
140,2022-11-21,2 wk flu hosp rate change,32,category,large_decrease,0.08274978576245165
141,2022-11-21,2 wk flu hosp rate change,32,category,decrease,0.1301981530693699
142,2022-11-21,2 wk flu hosp rate change,32,category,stable,0.35353727301401466
143,2022-11-21,2 wk flu hosp rate change,32,category,increase,0.14886140630867228
144,2022-11-21,2 wk flu hosp rate change,32,category,large_increase,0.2846533818454915
145,2022-11-21,2 wk flu hosp rate change,33,category,large_decrease,0.0
146,2022-11-21,2 wk flu hosp rate change,33,category,decrease,0.0
147,2022-11-21,2 wk flu hosp rate change,33,category,stable,0.9786874937246628
148,2022-11-21,2 wk flu hosp rate change,33,category,increase,0.021312506275337206
149,2022-11-21,2 wk flu hosp rate change,33,category,large_increase,0.0
150,2022-11-21,2 wk flu hosp rate change,34,category,large_decrease,0.04227652763965712
151,2022-11-21,2 wk flu hosp rate change,34,category,decrease,0.1889671100073965
152,2022-11-21,2 wk flu hosp rate change,34,category,stable,0.49023132554591264
153,2022-11-21,2 wk flu hosp rate change,34,category,increase,0.13894338457358058
154,2022-11-21,2 wk flu hosp rate change,34,category,large_increase,0.1395816522334532
155,2022-11-21,2 wk flu hosp rate change,35,category,large_decrease,0.3990450902650127
156,2022-11-21,2 wk flu hosp rate change,35,category,decrease,0.1515007885300929
157,2022-11-21,2 wk flu hosp rate change,35,category,stable,0.2287366024662736
158,2022-11-21,2 wk flu hosp rate change,35,category,increase,0.0739847405532742
159,2022-11-21,2 wk flu hosp rate change,35,category,large_increase,0.14673277818534658
160,2022-11-21,2 wk flu hosp rate change,36,category,large_decrease,0.0
161,2022-11-21,2 wk flu hosp rate change,36,category,decrease,0.0
162,2022-11-21,2 wk flu hosp rate change,36,category,stable,0.4820623490035892
163,2022-11-21,2 wk flu hosp rate change,36,category,increase,0.432574898146084
164,2022-11-21,2 wk flu hosp rate change,36,category,large_increase,0.0853627528503268
165,2022-11-21,2 wk flu hosp rate change,37,category,large_decrease,0.04088158346090985
166,2022-11-21,2 wk flu hosp rate change,37,category,decrease,0.1947706259944742
167,2022-11-21,2 wk flu hosp rate change,37,category,stable,0.5255613533084864
168,2022-11-21,2 wk flu hosp rate change,37,category,increase,0.13587665209539912
169,2022-11-21,2 wk flu hosp rate change,37,category,large_increase,0.10290978514073046
170,2022-11-21,2 wk flu hosp rate change,38,category,large_decrease,0.0
171,2022-11-21,2 wk flu hosp rate change,38,category,decrease,0.0
172,2022-11-21,2 wk flu hosp rate change,38,category,stable,0.9731339471967448
173,2022-11-21,2 wk flu hosp rate change,38,category,increase,0.026866052803255158
174,2022-11-21,2 wk flu hosp rate change,38,category,large_increase,0.0
175,2022-11-21,2 wk flu hosp rate change,39,category,large_decrease,0.0
176,2022-11-21,2 wk flu hosp rate change,39,category,decrease,0.0874299543446643
177,2022-11-21,2 wk flu hosp rate change,39,category,stable,0.5367968558874229
178,2022-11-21,2 wk flu hosp rate change,39,category,increase,0.1982704497563006
179,2022-11-21,2 wk flu hosp rate change,39,category,large_increase,0.17750274001161226
180,2022-11-21,2 wk flu hosp rate change,40,category,large_decrease,0.0
181,2022-11-21,2 wk flu hosp rate change,40,category,decrease,0.05570693758489302
182,2022-11-21,2 wk flu hosp rate change,40,category,stable,0.5201330342737219
183,2022-11-21,2 wk flu hosp rate change,40,category,increase,0.23817489447555928
184,2022-11-21,2 wk flu hosp rate change,40,category,large_increase,0.1859851336658258
185,2022-11-21,2 wk flu hosp rate change,41,category,large_decrease,0.03612134165367368
186,2022-11-21,2 wk flu hosp rate change,41,category,decrease,0.14477871694613792
187,2022-11-21,2 wk flu hosp rate change,41,category,stable,0.4093091680977591
188,2022-11-21,2 wk flu hosp rate change,41,category,increase,0.15101302023149188
189,2022-11-21,2 wk flu hosp rate change,41,category,large_increase,0.2587777530709374
190,2022-11-21,2 wk flu hosp rate change,42,category,large_decrease,0.0
191,2022-11-21,2 wk flu hosp rate change,42,category,decrease,0.045790491498657555
192,2022-11-21,2 wk flu hosp rate change,42,category,stable,0.6507661919677739
193,2022-11-21,2 wk flu hosp rate change,42,category,increase,0.2158668796221288
194,2022-11-21,2 wk flu hosp rate change,42,category,large_increase,0.08757643691143979
195,2022-11-21,2 wk flu hosp rate change,44,category,large_decrease,0.0
196,2022-11-21,2 wk flu hosp rate change,44,category,decrease,0.0
197,2022-11-21,2 wk flu hosp rate change,44,category,stable,1.0
198,2022-11-21,2 wk flu hosp rate change,44,category,increase,0.0
199,2022-11-21,2 wk flu hosp rate change,44,category,large_increase,0.0
200,2022-11-21,2 wk flu hosp rate change,45,category,large_decrease,0.04874262303336224
201,2022-11-21,2 wk flu hosp rate change,45,category,decrease,0.26571864178919613
202,2022-11-21,2 wk flu hosp rate change,45,category,stable,0.5801189028584204
203,2022-11-21,2 wk flu hosp rate change,45,category,increase,0.0797586063912471
204,2022-11-21,2 wk flu hosp rate change,45,category,large_increase,0.0256612259277742
205,2022-11-21,2 wk flu hosp rate change,46,category,large_decrease,0.0
206,2022-11-21,2 wk flu hosp rate change,46,category,decrease,0.019309920935455808
207,2022-11-21,2 wk flu hosp rate change,46,category,stable,0.8662537277502116
208,2022-11-21,2 wk flu hosp rate change,46,category,increase,0.09490341806190694
209,2022-11-21,2 wk flu hosp rate change,46,category,large_increase,0.019532933252425666
210,2022-11-21,2 wk flu hosp rate change,47,category,large_decrease,0.024355817059953454
211,2022-11-21,2 wk flu hosp rate change,47,category,decrease,0.25065110790148465
212,2022-11-21,2 wk flu hosp rate change,47,category,stable,0.6543508635480495
213,2022-11-21,2 wk flu hosp rate change,47,category,increase,0.07064221149051242
214,2022-11-21,2 wk flu hosp rate change,47,category,large_increase,0.0
215,2022-11-21,2 wk flu hosp rate change,48,category,large_decrease,0.045611231801886656
216,2022-11-21,2 wk flu hosp rate change,48,category,decrease,0.19026474099305574
217,2022-11-21,2 wk flu hosp rate change,48,category,stable,0.5354794048644032
218,2022-11-21,2 wk flu hosp rate change,48,category,increase,0.13702265193512264
219,2022-11-21,2 wk flu hosp rate change,48,category,large_increase,0.09162197040553188
220,2022-11-21,2 wk flu hosp rate change,49,category,large_decrease,0.0
221,2022-11-21,2 wk flu hosp rate change,49,category,decrease,0.0
222,2022-11-21,2 wk flu hosp rate change,49,category,stable,0.9625692299898619
223,2022-11-21,2 wk flu hosp rate change,49,category,increase,0.03743077001013806
224,2022-11-21,2 wk flu hosp rate change,49,category,large_increase,0.0
225,2022-11-21,2 wk flu hosp rate change,50,category,large_decrease,0.0
226,2022-11-21,2 wk flu hosp rate change,50,category,decrease,0.0
227,2022-11-21,2 wk flu hosp rate change,50,category,stable,1.0
228,2022-11-21,2 wk flu hosp rate change,50,category,increase,0.0
229,2022-11-21,2 wk flu hosp rate change,50,category,large_increase,0.0
230,2022-11-21,2 wk flu hosp rate change,51,category,large_decrease,0.0
231,2022-11-21,2 wk flu hosp rate change,51,category,decrease,0.49782968648130577
232,2022-11-21,2 wk flu hosp rate change,51,category,stable,0.5021703135186942
233,2022-11-21,2 wk flu hosp rate change,51,category,increase,0.0
234,2022-11-21,2 wk flu hosp rate change,51,category,large_increase,0.0
235,2022-11-21,2 wk flu hosp rate change,53,category,large_decrease,0.08157673176793416
236,2022-11-21,2 wk flu hosp rate change,53,category,decrease,0.17267680938826957
237,2022-11-21,2 wk flu hosp rate change,53,category,stable,0.3685131006035068
238,2022-11-21,2 wk flu hosp rate change,53,category,increase,0.12833538663707078
239,2022-11-21,2 wk flu hosp rate change,53,category,large_increase,0.2488979716032187
240,2022-11-21,2 wk flu hosp rate change,54,category,large_decrease,0.19567904648035142
241,2022-11-21,2 wk flu hosp rate change,54,category,decrease,0.2298241677101223
242,2022-11-21,2 wk flu hosp rate change,54,category,stable,0.3996460715243753
243,2022-11-21,2 wk flu hosp rate change,54,category,increase,0.09481839515363044
244,2022-11-21,2 wk flu hosp rate change,54,category,large_increase,0.08003231913152054
245,2022-11-21,2 wk flu hosp rate change,55,category,large_decrease,0.0
246,2022-11-21,2 wk flu hosp rate change,55,category,decrease,0.013304332348541132
247,2022-11-21,2 wk flu hosp rate change,55,category,stable,0.5856826033668889
248,2022-11-21,2 wk flu hosp rate change,55,category,increase,0.23163903859741752
249,2022-11-21,2 wk flu hosp rate change,55,category,large_increase,0.16937402568715243
250,2022-11-21,2 wk flu hosp rate change,56,category,large_decrease,0.0
251,2022-11-21,2 wk flu hosp rate change,56,category,decrease,0.05928922287256955
252,2022-11-21,2 wk flu hosp rate change,56,category,stable,0.8977083688663788
253,2022-11-21,2 wk flu hosp rate change,56,category,increase,0.04300240826105162
254,2022-11-21,2 wk flu hosp rate change,56,category,large_increase,0.0
