"","forecast_date","target","target_end_date","location","type","quantile","value"
"216",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.75,4247.87307462323
"316",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.75,5703.77765040548
"416",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.75,7663.60024021806
"18",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.3,2877.05618246504
"28",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.3,3802.51432518746
"38",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.3,5021.91346702021
"48",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.3,6629.09554169013
"117",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.7,3126.31034666146
"217",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.7,4185.39815771047
"317",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.7,5607.45270787998
"417",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.7,7516.36347064364
"19",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.35,2910.00565182591
"29",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.35,3852.84394228435
"39",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.35,5098.3976807071
"49",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.35,6744.21110488839
"118",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.65,3090.91169823778
"218",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.65,4130.72439208925
"318",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.65,5523.33184520747
"418",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.65,7388.06819627139
"110",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.4,2940.68534988601
"210",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.4,3899.78587948384
"310",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.4,5169.86857600766
"410",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.4,6851.99841177411
"119",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.6,3058.66471280765
"219",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.6,4081.00263530718
"319",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.6,5446.97449371675
"419",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.6,7271.84809140451
"120",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.45,2970.1133042438
"220",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.45,3944.88382345486
"320",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.45,5238.65321216661
"420",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.45,6955.93029623936
"1110",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.55,3028.35938895497
"2110",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.55,4034.3485799714
"3110",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.55,5375.45455461346
"4110",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.55,7163.19592792706
"121",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","quantile",0.5,2999.09494867481
"221",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","quantile",0.5,3989.36541962594
"321",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","quantile",0.5,5306.61306949936
"421",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","quantile",0.5,7058.80241775942
"122",2022-10-24,"1 week ahead inc flu hosp",2022-10-29,"US","point",NA,2999.09494867481
"222",2022-10-24,"2 week ahead inc flu hosp",2022-11-05,"US","point",NA,3989.36541962594
"322",2022-10-24,"3 week ahead inc flu hosp",2022-11-12,"US","point",NA,5306.61306949936
"422",2022-10-24,"4 week ahead inc flu hosp",2022-11-19,"US","point",NA,7058.80241775942
