date,location,location_name,value
2020-04-11,18,Indiana,0
2020-04-11,20,Kansas,0
2020-04-11,21,Kentucky,0
2020-04-11,22,Louisiana,0
2020-04-11,25,Massachusetts,0
2020-04-11,24,Maryland,0
2020-04-11,23,Maine,0
2020-04-11,26,Michigan,0
2020-04-11,27,Minnesota,0
2020-04-11,29,Missouri,0
2020-04-11,28,Mississippi,0
2020-04-11,30,Montana,0
2020-04-11,37,North Carolina,0
2020-04-11,38,North Dakota,0
2020-04-11,31,Nebraska,0
2020-04-11,33,New Hampshire,0
2020-04-11,34,New Jersey,0
2020-04-11,35,New Mexico,0
2020-04-11,32,Nevada,0
2020-04-11,36,New York,0
2020-04-11,39,Ohio,0
2020-04-11,40,Oklahoma,0
2020-04-11,41,Oregon,0
2020-04-11,42,Pennsylvania,0
2020-04-11,72,Puerto Rico,0
2020-04-11,44,Rhode Island,0
2020-04-11,45,South Carolina,0
2020-04-11,46,South Dakota,0
2020-04-11,47,Tennessee,0
2020-04-11,48,Texas,0
2020-04-11,US,US,0
2020-04-11,49,Utah,0
2020-04-11,51,Virginia,0
2020-04-11,50,Vermont,0
2020-04-11,53,Washington,0
2020-04-11,55,Wisconsin,0
2020-04-11,54,West Virginia,0
2020-04-11,56,Wyoming,0
2020-04-18,02,Alaska,0
2020-04-18,01,Alabama,0
2020-04-18,05,Arkansas,0
2020-04-18,04,Arizona,0
2020-04-18,06,California,0
2020-04-18,08,Colorado,0
2020-04-18,09,Connecticut,0
2020-04-18,11,District of Columbia,0
2020-04-18,10,Delaware,0
2020-04-18,12,Florida,0
2020-04-18,13,Georgia,0
2020-04-18,15,Hawaii,0
2020-04-18,19,Iowa,0
2020-04-18,16,Idaho,0
2020-04-18,17,Illinois,0
2020-04-18,18,Indiana,0
2020-04-18,20,Kansas,0
2020-04-18,21,Kentucky,0
2020-04-18,22,Louisiana,0
2020-04-18,25,Massachusetts,0
2020-04-18,24,Maryland,0
2020-04-18,23,Maine,0
2020-04-18,26,Michigan,0
2020-04-18,27,Minnesota,0
2020-04-18,29,Missouri,0
2020-04-18,28,Mississippi,0
2020-04-18,30,Montana,0
2020-04-18,37,North Carolina,0
2020-04-18,38,North Dakota,0
2020-04-18,31,Nebraska,0
2020-04-18,33,New Hampshire,0
2020-04-18,34,New Jersey,0
2020-04-18,35,New Mexico,0
2020-04-18,32,Nevada,0
2020-04-18,36,New York,0
2020-04-18,39,Ohio,0
2020-04-18,40,Oklahoma,0
2020-04-18,41,Oregon,0
2020-04-18,42,Pennsylvania,0
2020-04-18,72,Puerto Rico,0
2020-04-18,44,Rhode Island,0
2020-04-18,45,South Carolina,0
2020-04-18,46,South Dakota,0
2020-04-18,47,Tennessee,0
2020-04-18,48,Texas,0
2020-04-18,US,US,0
2020-04-18,49,Utah,0
2020-04-18,51,Virginia,0
2020-04-18,78,Virgin Islands,0
2020-04-18,50,Vermont,0
2020-04-18,53,Washington,0
2020-04-18,55,Wisconsin,0
2020-04-18,54,West Virginia,0
2020-04-18,56,Wyoming,0
2020-04-25,02,Alaska,0
2020-04-25,01,Alabama,0
2020-04-25,05,Arkansas,0
2020-04-25,04,Arizona,0
2020-04-25,06,California,0
2020-04-25,08,Colorado,0
2020-04-25,09,Connecticut,0
2020-04-25,11,District of Columbia,0
2020-04-25,10,Delaware,0
2020-04-25,12,Florida,0
2020-04-25,13,Georgia,0
2020-04-25,15,Hawaii,0
2020-04-25,19,Iowa,0
2020-04-25,16,Idaho,0
2020-04-25,17,Illinois,0
2020-04-25,18,Indiana,0
2020-04-25,20,Kansas,0
2020-04-25,21,Kentucky,0
2020-04-25,22,Louisiana,0
2020-04-25,25,Massachusetts,0
2020-04-25,24,Maryland,0
2020-04-25,23,Maine,0
2020-04-25,26,Michigan,0
2020-04-25,27,Minnesota,0
2020-04-25,29,Missouri,0
2020-04-25,28,Mississippi,0
2020-04-25,30,Montana,0
2020-04-25,37,North Carolina,0
2020-04-25,38,North Dakota,0
2020-04-25,31,Nebraska,0
2020-04-25,33,New Hampshire,0
2020-04-25,34,New Jersey,0
2020-04-25,35,New Mexico,0
2020-04-25,32,Nevada,0
2020-04-25,36,New York,0
2020-04-25,39,Ohio,0
2020-04-25,40,Oklahoma,0
2020-04-25,41,Oregon,0
2020-04-25,42,Pennsylvania,0
2020-04-25,72,Puerto Rico,0
2020-04-25,44,Rhode Island,0
2020-04-25,45,South Carolina,0
2020-04-25,46,South Dakota,0
2020-04-25,47,Tennessee,0
2020-04-25,48,Texas,0
2020-04-25,US,US,0
2020-04-25,49,Utah,0
2020-04-25,51,Virginia,0
2020-04-25,78,Virgin Islands,0
2020-04-25,50,Vermont,0
2020-04-25,53,Washington,0
2020-04-25,55,Wisconsin,0
2020-04-25,54,West Virginia,0
2020-04-25,56,Wyoming,0
2020-05-02,02,Alaska,0
2020-05-02,01,Alabama,0
2020-05-02,05,Arkansas,0
2020-05-02,04,Arizona,0
2020-05-02,06,California,0
2020-05-02,08,Colorado,0
2020-05-02,09,Connecticut,0
2020-05-02,11,District of Columbia,0
2020-05-02,10,Delaware,0
2020-05-02,12,Florida,0
2020-05-02,13,Georgia,0
2020-05-02,15,Hawaii,0
2020-05-02,19,Iowa,0
2020-05-02,16,Idaho,0
2020-05-02,17,Illinois,0
2020-05-02,18,Indiana,0
2020-05-02,20,Kansas,0
2020-05-02,21,Kentucky,0
2020-05-02,22,Louisiana,0
2020-05-02,25,Massachusetts,0
2020-05-02,24,Maryland,0
2020-05-02,23,Maine,0
2020-05-02,26,Michigan,0
2020-05-02,27,Minnesota,0
2020-05-02,29,Missouri,0
2020-05-02,28,Mississippi,0
2020-05-02,30,Montana,0
2020-05-02,37,North Carolina,0
2020-05-02,38,North Dakota,0
2020-05-02,31,Nebraska,0
2020-05-02,33,New Hampshire,0
2020-05-02,34,New Jersey,0
2020-05-02,35,New Mexico,0
2020-05-02,32,Nevada,0
2020-05-02,36,New York,0
2020-05-02,39,Ohio,0
2020-05-02,40,Oklahoma,0
2020-05-02,41,Oregon,0
2020-05-02,42,Pennsylvania,0
2020-05-02,72,Puerto Rico,0
2020-05-02,44,Rhode Island,0
2020-05-02,45,South Carolina,0
2020-05-02,46,South Dakota,0
2020-05-02,47,Tennessee,0
2020-05-02,48,Texas,0
2020-05-02,US,US,0
2020-05-02,49,Utah,0
2020-05-02,51,Virginia,0
2020-05-02,78,Virgin Islands,0
2020-05-02,50,Vermont,0
2020-05-02,53,Washington,0
2020-05-02,55,Wisconsin,0
2020-05-02,54,West Virginia,0
2020-05-02,56,Wyoming,0
2020-05-09,02,Alaska,0
2020-05-09,01,Alabama,0
2020-05-09,05,Arkansas,0
2020-05-09,04,Arizona,0
2020-05-09,06,California,0
2020-05-09,08,Colorado,0
2020-05-09,09,Connecticut,0
2020-05-09,11,District of Columbia,0
2020-05-09,10,Delaware,0
2020-05-09,12,Florida,0
2020-05-09,13,Georgia,0
2020-05-09,15,Hawaii,0
2020-05-09,19,Iowa,0
2020-05-09,16,Idaho,0
2020-05-09,17,Illinois,0
2020-05-09,18,Indiana,0
2020-05-09,20,Kansas,0
2020-05-09,21,Kentucky,0
2020-05-09,22,Louisiana,0
2020-05-09,25,Massachusetts,0
2020-05-09,24,Maryland,0
2020-05-09,23,Maine,0
2020-05-09,26,Michigan,0
2020-05-09,27,Minnesota,0
2020-05-09,29,Missouri,0
2020-05-09,28,Mississippi,0
2020-05-09,30,Montana,0
2020-05-09,37,North Carolina,0
2020-05-09,38,North Dakota,0
2020-05-09,31,Nebraska,0
2020-05-09,33,New Hampshire,0
2020-05-09,34,New Jersey,0
2020-05-09,35,New Mexico,0
2020-05-09,32,Nevada,0
2020-05-09,36,New York,0
2020-05-09,39,Ohio,0
2020-05-09,40,Oklahoma,0
2020-05-09,41,Oregon,0
2020-05-09,42,Pennsylvania,0
2020-05-09,72,Puerto Rico,0
2020-05-09,44,Rhode Island,0
2020-05-09,45,South Carolina,0
2020-05-09,46,South Dakota,0
2020-05-09,47,Tennessee,0
2020-05-09,48,Texas,0
2020-05-09,US,US,0
2020-05-09,49,Utah,0
2020-05-09,51,Virginia,0
2020-05-09,78,Virgin Islands,0
2020-05-09,50,Vermont,0
2020-05-09,53,Washington,0
2020-05-09,55,Wisconsin,0
2020-05-09,54,West Virginia,0
2020-05-09,56,Wyoming,0
2020-05-16,02,Alaska,0
2020-05-16,01,Alabama,0
2020-05-16,05,Arkansas,0
2020-05-16,04,Arizona,0
2020-05-16,06,California,0
2020-05-16,08,Colorado,0
2020-05-16,09,Connecticut,0
2020-05-16,11,District of Columbia,0
2020-05-16,10,Delaware,0
2020-05-16,12,Florida,0
2020-05-16,13,Georgia,0
2020-05-16,15,Hawaii,0
2020-05-16,19,Iowa,0
2020-05-16,16,Idaho,0
2020-05-16,17,Illinois,0
2020-05-16,18,Indiana,0
2020-05-16,20,Kansas,0
2020-05-16,21,Kentucky,0
2020-05-16,22,Louisiana,0
2020-05-16,25,Massachusetts,0
2020-05-16,24,Maryland,0
2020-05-16,23,Maine,0
2020-05-16,26,Michigan,0
2020-05-16,27,Minnesota,0
2020-05-16,29,Missouri,0
2020-05-16,28,Mississippi,0
2020-05-16,30,Montana,0
2020-05-16,37,North Carolina,0
2020-05-16,38,North Dakota,0
2020-05-16,31,Nebraska,0
2020-05-16,33,New Hampshire,0
2020-05-16,34,New Jersey,0
2020-05-16,35,New Mexico,0
2020-05-16,32,Nevada,0
2020-05-16,36,New York,0
2020-05-16,39,Ohio,0
2020-05-16,40,Oklahoma,0
2020-05-16,41,Oregon,0
2020-05-16,42,Pennsylvania,0
2020-05-16,72,Puerto Rico,0
2020-05-16,44,Rhode Island,0
2020-05-16,45,South Carolina,0
2020-05-16,46,South Dakota,0
2020-05-16,47,Tennessee,0
2020-05-16,48,Texas,0
2020-05-16,US,US,0
2020-05-16,49,Utah,0
2020-05-16,51,Virginia,0
2020-05-16,78,Virgin Islands,0
2020-05-16,50,Vermont,0
2020-05-16,53,Washington,0
2020-05-16,55,Wisconsin,0
2020-05-16,54,West Virginia,0
2020-05-16,56,Wyoming,0
2020-05-23,02,Alaska,0
2020-05-23,01,Alabama,0
2020-05-23,05,Arkansas,0
2020-05-23,04,Arizona,0
2020-05-23,06,California,0
2020-05-23,08,Colorado,0
2020-05-23,09,Connecticut,0
2020-05-23,11,District of Columbia,0
2020-05-23,10,Delaware,0
2020-05-23,12,Florida,0
2020-05-23,13,Georgia,0
2020-05-23,15,Hawaii,0
2020-05-23,19,Iowa,0
2020-05-23,16,Idaho,0
2020-05-23,17,Illinois,0
2020-05-23,18,Indiana,0
2020-05-23,20,Kansas,0
2020-05-23,21,Kentucky,0
2020-05-23,22,Louisiana,0
2020-05-23,25,Massachusetts,0
2020-05-23,24,Maryland,0
2020-05-23,23,Maine,0
2020-05-23,26,Michigan,0
2020-05-23,27,Minnesota,0
2020-05-23,29,Missouri,0
2020-05-23,28,Mississippi,0
2020-05-23,30,Montana,0
2020-05-23,37,North Carolina,0
2020-05-23,38,North Dakota,0
2020-05-23,31,Nebraska,0
2020-05-23,33,New Hampshire,0
2020-05-23,34,New Jersey,0
2020-05-23,35,New Mexico,0
2020-05-23,32,Nevada,0
2020-05-23,36,New York,0
2020-05-23,39,Ohio,0
2020-05-23,40,Oklahoma,0
2020-05-23,41,Oregon,0
2020-05-23,42,Pennsylvania,0
2020-05-23,72,Puerto Rico,0
2020-05-23,44,Rhode Island,0
2020-05-23,45,South Carolina,0
2020-05-23,46,South Dakota,0
2020-05-23,47,Tennessee,0
2020-05-23,48,Texas,0
2020-05-23,US,US,0
2020-05-23,49,Utah,0
2020-05-23,51,Virginia,0
2020-05-23,78,Virgin Islands,0
2020-05-23,50,Vermont,0
2020-05-23,53,Washington,0
2020-05-23,55,Wisconsin,0
2020-05-23,54,West Virginia,0
2020-05-23,56,Wyoming,0
2020-05-30,02,Alaska,0
2020-05-30,01,Alabama,0
2020-05-30,05,Arkansas,0
2020-05-30,04,Arizona,0
2020-05-30,06,California,0
2020-05-30,08,Colorado,0
2020-05-30,09,Connecticut,0
2020-05-30,11,District of Columbia,0
2020-05-30,10,Delaware,0
2020-05-30,12,Florida,0
2020-05-30,13,Georgia,0
2020-05-30,15,Hawaii,0
2020-05-30,19,Iowa,0
2020-05-30,16,Idaho,0
2020-05-30,17,Illinois,0
2020-05-30,18,Indiana,0
2020-05-30,20,Kansas,0
2020-05-30,21,Kentucky,0
2020-05-30,22,Louisiana,0
2020-05-30,25,Massachusetts,0
2020-05-30,24,Maryland,0
2020-05-30,23,Maine,0
2020-05-30,26,Michigan,0
2020-05-30,27,Minnesota,0
2020-05-30,29,Missouri,0
2020-05-30,28,Mississippi,0
2020-05-30,30,Montana,0
2020-05-30,37,North Carolina,0
2020-05-30,38,North Dakota,0
2020-05-30,31,Nebraska,0
2020-05-30,33,New Hampshire,0
2020-05-30,34,New Jersey,0
2020-05-30,35,New Mexico,0
2020-05-30,32,Nevada,0
2020-05-30,36,New York,0
2020-05-30,39,Ohio,0
2020-05-30,40,Oklahoma,0
2020-05-30,41,Oregon,0
2020-05-30,42,Pennsylvania,0
2020-05-30,72,Puerto Rico,0
2020-05-30,44,Rhode Island,0
2020-05-30,45,South Carolina,0
2020-05-30,46,South Dakota,0
2020-05-30,47,Tennessee,0
2020-05-30,48,Texas,0
2020-05-30,US,US,0
2020-05-30,49,Utah,0
2020-05-30,51,Virginia,0
2020-05-30,78,Virgin Islands,0
2020-05-30,50,Vermont,0
2020-05-30,53,Washington,0
2020-05-30,55,Wisconsin,0
2020-05-30,54,West Virginia,0
2020-05-30,56,Wyoming,0
2020-06-06,02,Alaska,0
2020-06-06,01,Alabama,0
2020-06-06,05,Arkansas,0
2020-06-06,04,Arizona,0
2020-06-06,06,California,0
2020-06-06,08,Colorado,0
2020-06-06,09,Connecticut,0
2020-06-06,11,District of Columbia,0
2020-06-06,10,Delaware,0
2020-06-06,12,Florida,0
2020-06-06,13,Georgia,0
2020-06-06,15,Hawaii,0
2020-06-06,19,Iowa,0
2020-06-06,16,Idaho,0
2020-06-06,17,Illinois,0
2020-06-06,18,Indiana,0
2020-06-06,20,Kansas,0
2020-06-06,21,Kentucky,0
2020-06-06,22,Louisiana,0
2020-06-06,25,Massachusetts,0
2020-06-06,24,Maryland,0
2020-06-06,23,Maine,0
2020-06-06,26,Michigan,0
2020-06-06,27,Minnesota,0
2020-06-06,29,Missouri,0
2020-06-06,28,Mississippi,0
2020-06-06,30,Montana,0
2020-06-06,37,North Carolina,0
2020-06-06,38,North Dakota,0
2020-06-06,31,Nebraska,0
2020-06-06,33,New Hampshire,0
2020-06-06,34,New Jersey,0
2020-06-06,35,New Mexico,0
2020-06-06,32,Nevada,0
2020-06-06,36,New York,0
2020-06-06,39,Ohio,0
2020-06-06,40,Oklahoma,0
2020-06-06,41,Oregon,0
2020-06-06,42,Pennsylvania,0
2020-06-06,72,Puerto Rico,0
2020-06-06,44,Rhode Island,0
2020-06-06,45,South Carolina,0
2020-06-06,46,South Dakota,0
2020-06-06,47,Tennessee,0
2020-06-06,48,Texas,0
2020-06-06,US,US,0
2020-06-06,49,Utah,0
2020-06-06,51,Virginia,0
2020-06-06,78,Virgin Islands,0
2020-06-06,50,Vermont,0
2020-06-06,53,Washington,0
2020-06-06,55,Wisconsin,0
2020-06-06,54,West Virginia,0
2020-06-06,56,Wyoming,0
2020-06-13,02,Alaska,0
2020-06-13,01,Alabama,0
2020-06-13,05,Arkansas,0
2020-06-13,04,Arizona,0
2020-06-13,06,California,0
2020-06-13,08,Colorado,0
2020-06-13,09,Connecticut,0
2020-06-13,11,District of Columbia,0
2020-06-13,10,Delaware,0
2020-06-13,12,Florida,0
2020-06-13,13,Georgia,0
2020-06-13,15,Hawaii,0
2020-06-13,19,Iowa,0
2020-06-13,16,Idaho,0
2020-06-13,17,Illinois,0
2020-06-13,18,Indiana,0
2020-06-13,20,Kansas,0
2020-06-13,21,Kentucky,0
2020-06-13,22,Louisiana,0
2020-06-13,25,Massachusetts,0
2020-06-13,24,Maryland,0
2020-06-13,23,Maine,0
2020-06-13,26,Michigan,0
2020-06-13,27,Minnesota,0
2020-06-13,29,Missouri,0
2020-06-13,28,Mississippi,0
2020-06-13,30,Montana,0
2020-06-13,37,North Carolina,0
2020-06-13,38,North Dakota,0
2020-06-13,31,Nebraska,0
2020-06-13,33,New Hampshire,0
2020-06-13,34,New Jersey,0
2020-06-13,35,New Mexico,0
2020-06-13,32,Nevada,0
2020-06-13,36,New York,0
2020-06-13,39,Ohio,0
2020-06-13,40,Oklahoma,0
2020-06-13,41,Oregon,0
2020-06-13,42,Pennsylvania,0
2020-06-13,72,Puerto Rico,0
2020-06-13,44,Rhode Island,0
2020-06-13,45,South Carolina,0
2020-06-13,46,South Dakota,0
2020-06-13,47,Tennessee,0
2020-06-13,48,Texas,0
2020-06-13,US,US,0
2020-06-13,49,Utah,0
2020-06-13,51,Virginia,0
2020-06-13,78,Virgin Islands,0
2020-06-13,50,Vermont,0
2020-06-13,53,Washington,0
2020-06-13,55,Wisconsin,0
2020-06-13,54,West Virginia,0
2020-06-13,56,Wyoming,0
2020-06-20,02,Alaska,0
2020-06-20,01,Alabama,0
2020-06-20,05,Arkansas,0
2020-06-20,04,Arizona,0
2020-06-20,06,California,0
2020-06-20,08,Colorado,0
2020-06-20,09,Connecticut,0
2020-06-20,11,District of Columbia,0
2020-06-20,10,Delaware,0
2020-06-20,12,Florida,0
2020-06-20,13,Georgia,0
2020-06-20,15,Hawaii,0
2020-06-20,19,Iowa,0
2020-06-20,16,Idaho,0
2020-06-20,17,Illinois,0
2020-06-20,18,Indiana,0
2020-06-20,20,Kansas,0
2020-06-20,21,Kentucky,0
2020-06-20,22,Louisiana,0
2020-06-20,25,Massachusetts,0
2020-06-20,24,Maryland,0
2020-06-20,23,Maine,0
2020-06-20,26,Michigan,0
2020-06-20,27,Minnesota,0
